Date,Team,playerID,Player,In,Out,Notes
2013-11-01,Bobcats,2732,Ben Gordon,False,True,right knee injury (DNP)
2013-11-01,Bobcats,203480,James Southerland,True,False,activated from IL
2013-11-01,Bucks,202688,Brandon Knight,False,True,strained right hamstring (DNP)
2013-11-01,Bucks,2557,Luke Ridnour,False,True,back spasms (DNP)
2013-11-01,Cavaliers,203508,Sergey Karasev,True,False,activated from IL
2013-11-01,Hawks,202970,Gustavo Ayon,False,True,strained right rotator cuff (DNP)
2013-11-01,Heat,2427,Roger Mason Jr.,False,True,placed on IL
2013-11-01,Heat,2548,Dwyane Wade,True,False,activated from IL
2013-11-01,Jazz,201575,Brandon Rush,False,True,recovering from surgery on left knee to repair torn ACL (DNP)
2013-11-01,Jazz,101107,Marvin Williams,False,True,recovering from surgery on right heel and Achilles tendon (DNP)
2013-11-01,Magic,203117,Doron Lamb,False,True,sprained right ankle (DNP)
2013-11-01,Magic,200780,Solomon Jones,False,True,torn lateral meniscus in left knee (DNP)
2013-11-01,Magic,202699,Tobias Harris,False,True,sprained left ankle (DNP)
2013-11-01,Nets,203129,Tornike Shengelia,False,True,placed on IL
2013-11-01,Nets,203116,Tyshawn Taylor,False,True,placed on IL
2013-11-01,Nets,1905,Andrei Kirilenko,True,False,activated from IL
2013-11-01,Pacers,201588,George Hill,False,True,sore left hip (DNP)
2013-11-01,Pistons,101111,Charlie Villanueva,False,True,placed on IL
2013-11-01,Pistons,201155,Rodney Stuckey,True,False,activated from IL
2013-11-01,Raptors,203112,Quincy Acy,False,True,placed on IL
2013-11-01,Raptors,200779,Steve Novak,False,True,placed on IL with back injury
2013-11-01,Raptors,201189,Aaron Gray,True,False,activated from IL
2013-11-01,Raptors,203112,Quincy Acy,True,False,activated from IL
2013-11-01,Rockets,201956,Omri Casspi,False,True,sprained left ankle (DNP)
2013-11-01,Rockets,201976,Patrick Beverley,False,True,placed on IL with rib injury
2013-11-01,Spurs,201986,Nando De Colo,False,True,placed on IL
2013-11-01,Spurs,1495,Tim Duncan,False,True,placed on IL with bruised chest
2013-11-01,Spurs,201986,Nando De Colo,True,False,activated from IL
2013-11-01,Spurs,1495,Tim Duncan,True,False,activated from IL
2013-11-01,Timberwolves,101142,Ronny Turiaf,False,True,fractured right elbow (out indefinitely)
2013-11-01,Warriors,979,Jermaine O'Neal,False,True,right foot injury (DNP)
2013-11-01,Wizards,2403,Nene Hilario ,False,True,strained left calf (DNP)
2013-11-02,Jazz,201575,Brandon Rush,False,True,recovering from surgery on left knee to repair torn ACL (DNP)
2013-11-02,Jazz,101107,Marvin Williams,False,True,recovering from surgery on right heel and Achilles tendon (DNP)
2013-11-03,Hawks,202970,Gustavo Ayon,False,True,strained right rotator cuff (DNP)
2013-11-03,Magic,203117,Doron Lamb,False,True,sprained right ankle (DNP)
2013-11-03,Magic,200780,Solomon Jones,False,True,torn lateral meniscus in left knee (DNP)
2013-11-03,Magic,202699,Tobias Harris,False,True,sprained left ankle (DNP)
2013-11-03,Pistons,202725,Josh Harrellson,False,True,placed on IL
2013-11-03,Pistons,201943,Brandon Jennings,True,False,activated from IL
2013-11-03,Suns,203458,Alex Len,False,True,left ankle injury (DNP)
2013-11-03,Thunder,101155,Ryan Gomes,False,True,placed on IL
2013-11-03,Thunder,201566,Russell Westbrook,True,False,activated from IL
2013-11-03,Timberwolves,101142,Ronny Turiaf,False,True,placed on IL with fractured right elbow
2013-11-03,Timberwolves,201985,A.J. Price,True,False,activated from IL
2013-11-03,Wizards,2403,Nene Hilario ,False,True,strained left calf (DNP)
2013-11-04,76ers,2198,Kwame Brown,False,True,strained right hamstring (DNP)
2013-11-04,Cavaliers,203521,Matthew Dellavedova,False,True,placed on IL
2013-11-04,Cavaliers,101115,Andrew Bynum,True,False,activated from IL
2013-11-04,Warriors,203084,Harrison Barnes,False,True,left toe inflammation (DNP)
2013-11-05,Blazers,200777,Joel Freeland,False,True,placed on IL with strained left hip
2013-11-05,Blazers,201964,Victor Claver,True,False,activated from IL
2013-11-05,Hawks,202970,Gustavo Ayon,False,True,strained right rotator cuff (DNP)
2013-11-05,Heat,2547,Chris Bosh,False,True,placed on IL with birth of child
2013-11-05,Heat,2427,Roger Mason Jr.,True,False,activated from IL
2013-11-05,Jazz,101107,Marvin Williams,False,True,recovering from surgery on right heel and Achilles tendon (DNP)
2013-11-05,Kings,202380,Hamady N'Diaye,False,True,placed on IL
2013-11-05,Lakers,203548,Elias Harris,False,True,placed on IL (P)
2013-11-05,Lakers,203527,Ryan Kelly,True,False,activated from IL
2013-11-05,Nuggets,201576,Anthony Randolph,False,True,sprained left ankle (DNP)
2013-11-05,Pacers,201588,George Hill,False,True,sore left hip (DNP)
2013-11-05,Pistons,203491,Peyton Siva,False,True,placed on IL
2013-11-05,Pistons,202725,Josh Harrellson,True,False,activated from IL
2013-11-05,Raptors,202779,Dwight Buycks,False,True,placed on IL
2013-11-05,Raptors,203112,Quincy Acy,True,False,activated from IL (P)
2013-11-05,Rockets,201976,Patrick Beverley,True,False,activated from IL
2013-11-05,Suns,203458,Alex Len,False,True,left ankle injury (DNP)
2013-11-05,Suns,201609,Goran Dragic,False,True,sprained left ankle (DNP)
2013-11-06,76ers,2198,Kwame Brown,False,True,strained right hamstring (DNP)
2013-11-06,Bucks,202688,Brandon Knight,False,True,strained right hamstring (DNP)
2013-11-06,Bucks,101141,Ersan Ilyasova,False,True,sore/aprained right ankle (DNP)
2013-11-06,Bucks,2557,Luke Ridnour,False,True,placed on IL with back injury
2013-11-06,Bucks,202327,Ekpe Udoh,True,False,activated from IL
2013-11-06,Cavaliers,203156,Henry Sims,False,True,placed on IL
2013-11-06,Cavaliers,203521,Matthew Dellavedova,True,False,activated from IL
2013-11-06,Clippers,2440,Matt Barnes,False,True,thigh injury (DNP)
2013-11-06,Jazz,101107,Marvin Williams,False,True,recovering from surgery on right heel and Achilles tendon (DNP)
2013-11-06,Knicks,2199,Tyson Chandler,False,True,fractured right fibula (out indefinitely)
2013-11-06,Magic,203117,Doron Lamb,False,True,sprained right ankle (DNP)
2013-11-06,Magic,200780,Solomon Jones,False,True,torn lateral meniscus in left knee (DNP)
2013-11-06,Magic,202699,Tobias Harris,False,True,sprained left ankle (DNP)
2013-11-06,Pacers,201588,George Hill,False,True,sore left hip (DNP)
2013-11-06,Raptors,203112,Quincy Acy,False,True,placed on IL
2013-11-06,Raptors,202779,Dwight Buycks,True,False,activated from IL
2013-11-06,Spurs,2588,Matt Bonner,False,True,placed on IL with calf injury
2013-11-06,Spurs,201986,Nando De Colo,True,False,activated from IL (P)
2013-11-06,Suns,203458,Alex Len,False,True,left ankle injury (DNP)
2013-11-06,Suns,201609,Goran Dragic,False,True,sprained left ankle (DNP)
2013-11-06,Wizards,202344,Trevor Booker,False,True,finger injury (DNP)
2013-11-07,Clippers,2440,Matt Barnes,False,True,thigh injury (DNP)
2013-11-07,Hawks,202970,Gustavo Ayon,False,True,strained right rotator cuff (DNP)
2013-11-07,Heat,2427,Roger Mason Jr.,False,True,placed on IL
2013-11-07,Heat,2547,Chris Bosh,True,False,activated from IL
2013-11-07,Lakers,203527,Ryan Kelly,False,True,placed on IL
2013-11-07,Lakers,203548,Elias Harris,True,False,activated from IL
2013-11-07,Nuggets,201576,Anthony Randolph,False,True,sprained left ankle (DNP)
2013-11-08,76ers,202350,Daniel Orton,False,True,sore right knee (DNP)
2013-11-08,76ers,2198,Kwame Brown,False,True,strained right hamstring (DNP)
2013-11-08,Blazers,201964,Victor Claver,False,True,placed on IL
2013-11-08,Blazers,200777,Joel Freeland,True,False,activated from IL
2013-11-08,Bobcats,70,Steve Clifford,False,True,head coach underwent heart procedure (out indefinitely)
2013-11-08,Knicks,2199,Tyson Chandler,False,True,placed on IL with fractured right fibula
2013-11-08,Knicks,202332,Cole Aldrich,True,False,activated from IL
2013-11-08,Lakers,203548,Elias Harris,False,True,placed on IL
2013-11-08,Lakers,959,Steve Nash,False,True,rest (DNP)
2013-11-08,Lakers,203527,Ryan Kelly,True,False,activated from IL
2013-11-08,Magic,203117,Doron Lamb,False,True,sprained right ankle (DNP)
2013-11-08,Magic,200780,Solomon Jones,False,True,torn lateral meniscus in left knee (DNP)
2013-11-08,Magic,202699,Tobias Harris,False,True,sprained left ankle (DNP)
2013-11-08,Raptors,201948,Austin Daye,False,True,placed on IL
2013-11-08,Raptors,200779,Steve Novak,True,False,activated from IL
2013-11-08,Suns,203458,Alex Len,False,True,left ankle injury (DNP)
2013-11-08,Suns,201609,Goran Dragic,False,True,sprained left ankle (DNP)
2013-11-08,Timberwolves,202682,Derrick Williams,False,True,back spasms (DNP)
2013-11-08,Warriors,201939,Stephen Curry,False,True,bruised/sprained left ankle (DNP)
2013-11-08,Wizards,202344,Trevor Booker,False,True,finger injury (DNP)
2013-11-09,76ers,202350,Daniel Orton,False,True,sore right knee (DNP)
2013-11-09,76ers,2198,Kwame Brown,False,True,strained right hamstring (DNP)
2013-11-09,Bucks,101141,Ersan Ilyasova,False,True,sore/aprained right ankle (DNP)
2013-11-09,Cavaliers,101115,Andrew Bynum,False,True,placed on IL
2013-11-09,Cavaliers,203156,Henry Sims,True,False,activated from IL
2013-11-09,Clippers,2440,Matt Barnes,False,True,thigh injury (DNP)
2013-11-09,Grizzlies,201573,Jerryd Bayless,False,True,sprained right knee (DNP)
2013-11-09,Hawks,202970,Gustavo Ayon,True,False,activated from IL
2013-11-09,Heat,2617,Udonis Haslem,False,True,placed on IL with back spasms
2013-11-09,Heat,2427,Roger Mason Jr.,True,False,activated from IL
2013-11-09,Magic,203117,Doron Lamb,False,True,sprained right ankle (DNP)
2013-11-09,Magic,200780,Solomon Jones,False,True,torn lateral meniscus in left knee (DNP)
2013-11-09,Magic,202699,Tobias Harris,False,True,sprained left ankle (DNP)
2013-11-09,Mavericks,201961,Wayne Ellington,False,True,DNP
2013-11-09,Nets,1905,Andrei Kirilenko,False,True,placed on IL with back injury
2013-11-09,Nets,203129,Tornike Shengelia,True,False,activated from IL
2013-11-09,Raptors,201189,Aaron Gray,False,True,placed on IL
2013-11-09,Raptors,203112,Quincy Acy,True,False,activated from IL
2013-11-10,Suns,203458,Alex Len,False,True,sore left ankle (DNP)
2013-11-10,Thunder,2555,Nick Collison,False,True,placed on IL with bruised left hip
2013-11-10,Thunder,101155,Ryan Gomes,True,False,activated from IL
2013-11-10,Wizards,202344,Trevor Booker,False,True,finger injury (DNP)
2013-11-11,76ers,202350,Daniel Orton,False,True,sore right knee (DNP)
2013-11-11,76ers,2198,Kwame Brown,False,True,strained right hamstring (DNP)
2013-11-11,Bobcats,203480,James Southerland,False,True,placed on IL
2013-11-11,Bobcats,2744,Al Jefferson,True,False,activated from IL
2013-11-11,Bobcats,70,Steve Clifford,True,False,head coach returned to team
2013-11-11,Cavaliers,203508,Sergey Karasev,False,True,placed on IL
2013-11-11,Cavaliers,101115,Andrew Bynum,True,False,activated from IL
2013-11-11,Grizzlies,201573,Jerryd Bayless,False,True,sprained right knee (DNP)
2013-11-11,Lakers,959,Steve Nash,False,True,nerve irritation in back (out indefinitely)
2013-11-11,Magic,203117,Doron Lamb,False,True,sprained right ankle (DNP)
2013-11-11,Magic,200780,Solomon Jones,False,True,torn lateral meniscus in left knee (DNP)
2013-11-11,Magic,202699,Tobias Harris,False,True,sprained left ankle (DNP)
2013-11-11,Pistons,202725,Josh Harrellson,False,True,placed on IL
2013-11-11,Pistons,101111,Charlie Villanueva,True,False,activated from IL
2013-11-11,Raptors,200779,Steve Novak,False,True,placed on IL with back injury
2013-11-11,Raptors,201189,Aaron Gray,True,False,activated from IL
2013-11-11,Rockets,101128,Francisco Garcia,False,True,flu (DNP)
2013-11-11,Spurs,1495,Tim Duncan,False,True,rest (DNP)
2013-11-12,Bucks,101141,Ersan Ilyasova,False,True,sore/aprained right ankle (DNP)
2013-11-12,Heat,951,Ray Allen,False,True,placed on IL with flu/illness
2013-11-12,Heat,2617,Udonis Haslem,True,False,activated from IL
2013-11-12,Lakers,959,Steve Nash,False,True,placed on IL with sore back
2013-11-12,Lakers,203548,Elias Harris,True,False,activated from IL
2013-11-12,Mavericks,201961,Wayne Ellington,False,True,bruised right thigh (DNP)
2013-11-12,Warriors,201962,Toney Douglas,False,True,placed on IL with stress reaction in left tibia
2013-11-13,76ers,2198,Kwame Brown,False,True,strained right hamstring (DNP)
2013-11-13,76ers,203487,Michael Carter-Williams,False,True,bruised left foot (DNP)
2013-11-13,Blazers,203086,Meyers Leonard,False,True,placed on IL with flu
2013-11-13,Blazers,201964,Victor Claver,True,False,activated from IL
2013-11-13,Bobcats,203480,James Southerland,True,False,activated from IL
2013-11-13,Bucks,202688,Brandon Knight,False,True,sore/strained right hamstring (DNP)
2013-11-13,Bucks,101141,Ersan Ilyasova,False,True,sore/aprained right ankle (DNP)
2013-11-13,Bucks,202390,Gary Neal,False,True,sore left foot (DNP)
2013-11-13,Bucks,2585,Zaza Pachulia,False,True,sore right foot (DNP)
2013-11-13,Cavaliers,101115,Andrew Bynum,False,True,placed on IL for personal reasons
2013-11-13,Cavaliers,203508,Sergey Karasev,True,False,activated from IL
2013-11-13,Celtics,203096,Jared Sullinger,False,True,bruised right knee (DNP)
2013-11-13,Grizzlies,202347,Quincy Pondexter,False,True,fractured nose (DNP)
2013-11-13,Kings,202380,Hamady N'Diaye,True,False,activated from IL
2013-11-13,Magic,200780,Solomon Jones,False,True,torn lateral meniscus in left knee (DNP)
2013-11-13,Magic,202699,Tobias Harris,False,True,sprained left ankle (DNP)
2013-11-13,Nets,203129,Tornike Shengelia,False,True,placed on IL
2013-11-13,Nets,203116,Tyshawn Taylor,True,False,activated from IL
2013-11-13,Nuggets,201568,Danilo Gallinari,True,False,activated from IL
2013-11-13,Nuggets,201163,Wilson Chandler,True,False,activated from IL
2013-11-13,Pelicans,201880,Greg Stiemsma,False,True,sprained MCL in left knee (DTD)
2013-11-13,Raptors,202933,Julyan Stone,False,True,placed on IL
2013-11-13,Raptors,201948,Austin Daye,True,False,activated from IL
2013-11-13,Rockets,201935,James Harden,False,True,bruised left foot (DNP)
2013-11-13,Suns,203458,Alex Len,False,True,sore left ankle (DNP)
2013-11-13,Thunder,2570,Kendrick Perkins,False,True,placed on IL with death in family
2013-11-13,Thunder,2555,Nick Collison,True,False,activated from IL
2013-11-13,Timberwolves,2755,Kevin Martin,False,True,flu (DNP)
2013-11-15,76ers,2198,Kwame Brown,False,True,strained right hamstring (DNP)
2013-11-15,76ers,203487,Michael Carter-Williams,False,True,bruised left foot (DNP)
2013-11-15,Bobcats,2744,Al Jefferson,False,True,placed on IL with ankle injury
2013-11-15,Bucks,2406,Caron Butler,False,True,sprained left shoulder (DNP)
2013-11-15,Bucks,101141,Ersan Ilyasova,False,True,sore/aprained right ankle (DNP)
2013-11-15,Bucks,2557,Luke Ridnour,True,False,activated from IL
2013-11-15,Bulls,201565,Derrick Rose,False,True,sore hamstring (DNP)
2013-11-15,Cavaliers,203079,Dion Waiters,False,True,placed on IL with illness
2013-11-15,Cavaliers,203467,Carrick Felix,True,False,activated from IL
2013-11-15,Hawks,203098,John Jenkins,False,True,placed on IL
2013-11-15,Hawks,101150,Lou Williams,True,False,activated from IL
2013-11-15,Heat,2617,Udonis Haslem,False,True,back spasms (DNP)
2013-11-15,Mavericks,201961,Wayne Ellington,False,True,bruised right thigh (DNP)
2013-11-15,Pistons,1497,Chauncey Billups,False,True,placed on IL with tendinitis in knee
2013-11-15,Pistons,203491,Peyton Siva,True,False,activated from IL
2013-11-15,Raptors,201189,Aaron Gray,False,True,placed on IL
2013-11-15,Raptors,202933,Julyan Stone,True,False,activated from IL
2013-11-15,Raptors,200779,Steve Novak,True,False,activated from IL
2013-11-15,Spurs,201986,Nando De Colo,False,True,placed on IL
2013-11-15,Spurs,2588,Matt Bonner,True,False,activated from IL
2013-11-15,Suns,203458,Alex Len,False,True,sore left ankle (DNP)
2013-11-15,Timberwolves,203498,Shabazz Muhammad,False,True,sprained right ankle (DNP)
2013-11-16,76ers,203487,Michael Carter-Williams,False,True,bruised left foot (DNP)
2013-11-16,Blazers,203086,Meyers Leonard,True,False,activated from IL
2013-11-16,Bucks,2406,Caron Butler,False,True,sprained left shoulder (DNP)
2013-11-16,Bucks,101141,Ersan Ilyasova,False,True,sore/aprained right ankle (DNP)
2013-11-16,Cavaliers,203467,Carrick Felix,False,True,placed on IL with sports hernia
2013-11-16,Cavaliers,101115,Andrew Bynum,True,False,activated from IL
2013-11-16,Celtics,201584,Courtney Lee,False,True,sore right wrist (DNP)
2013-11-16,Celtics,2586,Keith Bogans,False,True,illness (DNP)
2013-11-16,Hawks,101150,Lou Williams,False,True,placed on IL
2013-11-16,Hawks,203098,John Jenkins,True,False,activated from IL
2013-11-16,Heat,2617,Udonis Haslem,False,True,back spasms (DNP)
2013-11-16,Knicks,203946,Ron Artest,False,True,placed on IL with sore left knee
2013-11-16,Magic,203124,Kyle O'Quinn,False,True,sprained right ankle (DNP)
2013-11-16,Magic,202699,Tobias Harris,False,True,sprained left ankle (DNP)
2013-11-16,Mavericks,201961,Wayne Ellington,False,True,bruised right thigh (DNP)
2013-11-16,Nets,201572,Brook Lopez,False,True,sprained left ankle (DNP)
2013-11-16,Nets,101114,Deron Williams,False,True,sprained left ankle (DNP)
2013-11-16,Nets,708,Kevin Garnett,False,True,placed on IL with sprained right ankle
2013-11-16,Nets,1718,Paul Pierce,False,True,placed on IL with groin injury
2013-11-16,Pelicans,201880,Greg Stiemsma,False,True,placed on IL with sprained MCL in left knee
2013-11-16,Pelicans,201583,Ryan Anderson,True,False,activated from IL
2013-11-16,Rockets,201600,Omer Asik,False,True,illness (DNP)
2013-11-16,Thunder,200757,Thabo Sefolosha,False,True,placed on IL with flu
2013-11-16,Thunder,2570,Kendrick Perkins,True,False,activated from IL
2013-11-16,Timberwolves,203498,Shabazz Muhammad,False,True,sprained right ankle (DNP)
2013-11-16,Wizards,1733,Al Harrington,False,True,sore right knee (DTD)
2013-11-16,Wizards,2772,Trevor Ariza,False,True,strained right hamstring (DNP)
2013-11-16,Nets,203129,Tornike Shengelia,True,False,activated from IL
2013-11-17,Cavaliers,101198,Will Bynum,False,True,placed on IL with groin injury
2013-11-17,Kings,202335,Patrick Patterson,False,True,bruised left knee (DNP)
2013-11-17,Pistons,202725,Josh Harrellson,True,False,activated from IL
2013-11-17,Raptors,202933,Julyan Stone,False,True,placed on IL
2013-11-17,Raptors,201189,Aaron Gray,True,False,activated from IL
