Date,Team,playerID,Player,In,Out,Notes
2003-10-09,Pacers,1506,Austin Croshere,False,True,pulled left hamstring (out 2-4 weeks)
2003-10-10,Jazz,2414,Curtis Borchardt,False,True,fractured left index finger (out 4 weeks)
2003-10-13,Lakers,2567,Brian Cook,False,True,surgery on left ring finger to repair fracture dislocation (out 6+ weeks)
2003-10-14,Sonics,2555,Nick Collison,False,True,surgery on both shoulders to repair dislocation (out for season)
2003-10-15,Hornets,2042,Courtney Alexander,False,True,torn right Achilles tendon (out ~6 months)
2003-10-17,Hawks,1918,Obinna Ekezie,False,True,torn ACL in right knee (out indefinitely)
2003-10-20,Warriors,89,Nick Van Exel,False,True,arthroscopic surgery on left knee (out indefinitely)
2003-10-22,Sonics,951,Ray Allen,False,True,bone fragment in right ankle (out indefinitely)
2003-10-22,Wizards,711,Jerry Stackhouse,False,True,arthroscopic surgery on right knee to remove scar tissue
2003-10-24,Hornets,469,Jamal Mashburn,False,True,bone bruise in right knee (out 2 weeks)
2003-10-24,Timberwolves,1607,Troy Hudson,False,True,sprained right ankle (out indefinitely)
2003-10-25,Warriors,2211,Troy Murphy,False,True,torn plantar fascia in right foot (out 10 days)
2003-10-27,76ers,1761,Greg Buckner,False,True,placed on IL with strained left hamstring
2003-10-27,76ers,42,Monty Williams,False,True,placed on IL with sore left knee
2003-10-27,76ers,1928,Todd MacCulloch,False,True,placed on IL with right foot neuropathy
2003-10-27,Blazers,2566,Travis Outlaw,False,True,placed on IL with patellar tendinitis in both knees
2003-10-27,Bucks,2038,Joel Przybilla,False,True,placed on IR with strained patellar tendon in right knee
2003-10-27,Bulls,2398,Jay Williams,False,True,placed on IR with injuries to fractured left pelvis & dislocated left knee
2003-10-27,Bulls,2550,Kirk Hinrich,False,True,placed on IR with viral illness
2003-10-27,Bulls,2669,Linton Johnson III,False,True,placed on IL with sprained right ankle
2003-10-27,Cavaliers,1743,Bruno Sundov,False,True,placed on IL with right Achilles tendinitis
2003-10-27,Cavaliers,2402,Dajuan Wagner,False,True,placed on IR with right knee effusion
2003-10-27,Cavaliers,1956,Ira Newble,False,True,placed on IL with right knee patella tendinitis
2003-10-27,Celtics,2599,Brandon Hunter,False,True,placed on IL with right Achilles tendinitis
2003-10-27,Celtics,168,Chris Mills,False,True,placed on IR with right heel spurs
2003-10-27,Celtics,2570,Kendrick Perkins,False,True,placed on IR with bilateral infraptellar tendinitis
2003-10-27,Clippers,779,Glen Rice (Sr.),False,True,placed on IL with hyperextended right knee
2003-10-27,Clippers,1629729,Josh Moore,False,True,placed on IL with lower back spasms
2003-10-27,Clippers,178,Olden Polynice,False,True,placed on IL with strained neck
2003-10-27,Grizzlies,2563,Dahntay Jones,False,True,placed on IL with sprained left ankle
2003-10-27,Grizzlies,2415,Ryan Humphrey,False,True,placed on IL with concussion
2003-10-27,Grizzlies,2604,Theron Smith,False,True,placed on IL with right knee tendinitis
2003-10-27,Hawks,2424,Dan Dickau,False,True,placed on IR with right heel tendinitis
2003-10-27,Hawks,1918,Obinna Ekezie,False,True,placed on IL with torn ACL in right knee
2003-10-27,Hawks,210,Terrell Brandon,False,True,placed on IL with left knee injury
2003-10-27,Heat,2406,Caron Butler,False,True,placed on IL recovering from surgery on left knee
2003-10-27,Heat,2446,Rasual Butler,False,True,placed on IL with fractured finger in left hand
2003-10-27,Hornets,2042,Courtney Alexander,False,True,placed on IL with torn right Achilles tendon
2003-10-27,Hornets,469,Jamal Mashburn,False,True,placed on IL with bone bruise in right knee
2003-10-27,Hornets,2591,James Lang,False,True,placed on IL with back spasms
2003-10-27,Jazz,2414,Curtis Borchardt,False,True,placed on IL with fractured left index finger
2003-10-27,Jazz,1913,Michael Ruffin,False,True,placed on IL with abdominal strain
2003-10-27,Kings,185,Chris Webber,False,True,placed on IL recovering from surgery on left knee
2003-10-27,Kings,1444,Lawrence Funderburke,False,True,placed on IL with left Achilles tendinitis
2003-10-27,Knicks,686,Antonio McDyess,False,True,placed on IL recovering from surgery on left knee
2003-10-27,Knicks,2573,Maciej Lampe,False,True,placed on IL with shin splints
2003-10-27,Knicks,2582,Slavko Vranes,False,True,placed on IL with right knee patella tendinitis
2003-10-27,Lakers,2567,Brian Cook,False,True,placed on IL recovering from surgery on left ring finger
2003-10-27,Lakers,2441,Jamal Sampson,False,True,placed on IL
2003-10-27,Lakers,296,Rick Fox,False,True,placed on IL recovering from surgery on left foot
2003-10-27,Magic,255,Grant Hill,False,True,placed on IL
2003-10-27,Magic,2586,Keith Bogans,False,True,placed on IL
2003-10-27,Magic,1727,Pat Garrity,False,True,placed on IL with torn ACL in knee (out indefinitely)
2003-10-27,Mavericks,1630257,Jon Stefansson,False,True,placed on IL with sprained left ankle
2003-10-27,Mavericks,1630846,Olivier Saint-Jean,False,True,placed on IL with left knee tendinitis
2003-10-27,Nets,2245,Damone Brown,False,True,placed on IL with back spasms
2003-10-27,Nets,446,Lucious Harris,False,True,placed on IL with sore lower back
2003-10-27,Nets,2447,Tamar Slay,False,True,placed on IR with bruised left shin
2003-10-27,Nuggets,713,Chris Marcus,False,True,placed on IL with sprained left foot and ankle
2003-10-27,Nuggets,2244,Jeff Trepagnier,False,True,placed on IL with sprained left ankle
2003-10-27,Nuggets,998,Mark Pope,False,True,placed on IL with left knee patella tendinitis
2003-10-27,Pacers,2592,James Jones (Andrew),False,True,placed on IL with hamstring injury
2003-10-27,Pacers,2249,Jamison Brewer,False,True,placed on IL with sprained toe
2003-10-27,Pacers,1886,Jonathan Bender,False,True,placed on IL recovering from surgery on left knee
2003-10-27,Pistons,1032,Darvin Ham,False,True,placed on IL with sprained right wrist
2003-10-27,Pistons,93,Hubert Davis,False,True,placed on IL with strained left hamstring
2003-10-27,Raptors,376,Eric Montross,False,True,placed on IL
2003-10-27,Raptors,2214,Michael Bradley,False,True,placed on IL with right knee tendinitis
2003-10-27,Raptors,1594,Rick Brunson,False,True,placed on IL with bruised left quadriceps
2003-10-27,Rockets,1559,Adrian Griffin,False,True,placed on IL recovering from surgery on right knee
2003-10-27,Rockets,201175,Ben Davis,False,True,placed on IL with knee surgery
2003-10-27,Rockets,15,Eric Piatkowski,False,True,placed on IL with sprained left ankle
2003-10-27,Sonics,2555,Nick Collison,False,True,placed on IL recovering from surgery on shoulder
2003-10-27,Sonics,951,Ray Allen,False,True,placed on IL with bone fragment in right ankle
2003-10-27,Spurs,2682,Alex Garcia,False,True,placed on IL with broken toe on left foot
2003-10-27,Spurs,2484,Devin Brown,False,True,placed on IL with left knee patellar tendinitis
2003-10-27,Spurs,1752,Sean Marks,False,True,placed on IL with left knee patella tendinitis
2003-10-27,Suns,2425,Robert Archibald,False,True,placed on IL with sprained toe
2003-10-27,Suns,281,Scott Williams,False,True,placed on IL recovering from surgery on left thumb
2003-10-27,Timberwolves,1607,Troy Hudson,False,True,placed on IL with sprained right ankle
2003-10-27,Warriors,1915,Evan Eschmeyer,False,True,placed on IL with knee surgery
2003-10-27,Warriors,2143,Pepe Sanchez,False,True,placed on IL with sprained left ankle
2003-10-27,Warriors,2211,Troy Murphy,False,True,placed on IL with torn plantar fascia in right foot
2003-10-27,Wizards,711,Jerry Stackhouse,False,True,placed on IL recovering from surgery on right knee
2003-10-27,Wizards,348,Mitchell Butler,False,True,placed on IL with right knee tendinitis
2003-10-28,Lakers,977,Kobe Bryant,False,True,sore right knee (DNP)
2003-10-28,Pistons,283,Lindsey Hunter,False,True,placed on IL with strained right hamstring
2003-10-28,Spurs,2225,(William) Tony Parker,False,True,sprained left ankle (DNP)
2003-10-28,Spurs,1049,Shane Heal,False,True,sore lower back (DNP)
2003-10-28,Timberwolves,1887,Wally Szczerbiak,False,True,sore left foot (out 2 weeks)
2003-10-29,Blazers,1507,Derek Anderson,False,True,back spasms (DNP)
2003-10-29,Bucks,2551,T.J. Ford,False,True,sore right ankle (DNP)
2003-10-29,Bulls,2199,Tyson Chandler,False,True,strained lower back (DNP)
2003-10-29,Celtics,1908,Jumaine Jones,False,True,strained bilateral hamstring (DNP)
2003-10-29,Hawks,673,Alan Henderson,False,True,sore back (DNP)
2003-10-29,Heat,1885,Lamar Odom,False,True,sprained right ankle (DNP)
2003-10-29,Jazz,1721,Keon Clark,False,True,sprained right ankle (DNP)
2003-10-29,Raptors,2214,Michael Bradley,False,True,surgery on right knee (date approximate)
2003-10-29,Spurs,2225,(William) Tony Parker,False,True,sprained left ankle (DNP)
2003-10-29,Spurs,1049,Shane Heal,False,True,sore lower back (DNP)
2003-10-29,Timberwolves,1887,Wally Szczerbiak,False,True,placed on IR with inflammed arch in left foot
2003-10-29,Warriors,89,Nick Van Exel,False,True,recovering from surgery on left knee (DNP)
2003-10-29,Warriors,461,Popeye Jones,False,True,left knee injury (DNP)
2003-10-30,Clippers,1882,Elton Brand,False,True,hairline fracture of right foot (out 4-6 weeks)
2003-10-30,Clippers,2408,Melvin Ely,False,True,subluxated left shoulder (DNP)
2003-10-31,Celtics,1908,Jumaine Jones,False,True,strained bilateral hamstring (DNP)
2003-10-31,Clippers,1882,Elton Brand,False,True,hairline fracture of right foot (DNP)
2003-10-31,Hawks,673,Alan Henderson,False,True,sore back (DNP)
2003-10-31,Heat,955,Samaki Walker,False,True,strained lower back (DNP)
2003-10-31,Nets,915,Rodney Rogers,False,True,lacerated left thumb (DNP)
2003-10-31,Spurs,1853,Anthony Carter,False,True,placed on IL with knee tendinitis
2003-10-31,Warriors,2554,Mickael Pietrus,False,True,placed on IL with sprained left ankle (right ankle per SN)
2003-11-01,Blazers,1507,Derek Anderson,False,True,back spasms (DNP)
2003-11-01,Celtics,677,Eric Williams,False,True,hamstring injury (DNP)
2003-11-01,Celtics,1908,Jumaine Jones,False,True,knee injury (DNP)
2003-11-01,Hawks,673,Alan Henderson,False,True,sore back (DNP)
2003-11-01,Jazz,2306,Carlos Arroyo,False,True,sprained right ankle (DNP)
2003-11-01,Jazz,1721,Keon Clark,False,True,bone spurs in right ankle (DNP)
2003-11-01,Lakers,2098,Stanislav Medvedenko,False,True,foot injury (DNP)
2003-11-01,Magic,1921,Gordan Giricek,False,True,strained right arch (DNP)
2003-11-01,Mavericks,2572,Josh Howard,False,True,sprained right ankle (DNP)
2003-11-01,Nets,2030,Kenyon Martin (Sr.),False,True,sprained left ankle (DNP)
2003-11-01,Pacers,397,Reggie Miller,False,True,sore lower back (DNP)
2003-11-01,Sonics,951,Ray Allen,False,True,arthroscopic surgery on right ankle to remove bone fragment (out indefinitely)
2003-11-01,Spurs,2225,(William) Tony Parker,False,True,sprained left ankle (DNP)
2003-11-01,Warriors,89,Nick Van Exel,False,True,recovering from surgery on left knee (DNP)
2003-11-02,Lakers,2098,Stanislav Medvedenko,False,True,bruised left heel (DNP)
2003-11-02,Warriors,89,Nick Van Exel,False,True,recovering from surgery on left knee (DNP)
2003-11-03,Bulls,937,Scottie Pippen,False,True,swollen left knee (DNP)
2003-11-03,Hawks,673,Alan Henderson,False,True,sore back (DNP)
2003-11-03,Heat,2548,Dwyane Wade,False,True,right hip pointer (DNP)
2003-11-03,Heat,224,Eddie Jones,False,True,strained right calf (DNP)
2003-11-03,Heat,955,Samaki Walker,False,True,placed on IL with sore right shoulder
2003-11-03,Hornets,469,Jamal Mashburn,False,True,arthroscopic surgery on right knee to remove loose debris (out 6-8 weeks)
2003-11-03,Jazz,2306,Carlos Arroyo,False,True,sprained right ankle (DNP)
2003-11-03,Magic,1921,Gordan Giricek,False,True,strained right arch (DNP)
2003-11-03,Mavericks,2572,Josh Howard,False,True,sprained right ankle (DNP)
2003-11-03,Spurs,2225,(William) Tony Parker,False,True,sprained left ankle (DNP)
2003-11-04,Bucks,1730,Brian Skinner,False,True,placed on IL with arthroscopic surgery on left knee
2003-11-04,Cavaliers,2402,Dajuan Wagner,False,True,surgery on right knee (out 8-12 weeks)
2003-11-04,Heat,2548,Dwyane Wade,False,True,left hip pointer (DNP)
2003-11-04,Lakers,2098,Stanislav Medvedenko,False,True,bruised left knee (DNP)
2003-11-04,Nets,2030,Kenyon Martin (Sr.),False,True,sprained left ankle (DNP)
2003-11-04,Nets,915,Rodney Rogers,False,True,lacerated left thumb (DNP)
2003-11-04,Spurs,2225,(William) Tony Parker,False,True,sprained left ankle (DNP)
2003-11-04,Spurs,1495,Tim Duncan,False,True,sprained left ankle (DNP)
2003-11-05,Blazers,1507,Derek Anderson,False,True,lower back spasms (DNP)
2003-11-05,Blazers,1739,Ruben Patterson,False,True,placed on IL with left Achilles tendinitis
2003-11-05,Bulls,937,Scottie Pippen,False,True,sore left knee (DNP)
2003-11-05,Celtics,677,Eric Williams,False,True,bone bruise in right knee (DNP)
2003-11-05,Hawks,673,Alan Henderson,False,True,sore back (DNP)
2003-11-05,Hornets,278,Stacey Augmon,False,True,personal reasons (DNP)
2003-11-05,Magic,1921,Gordan Giricek,False,True,strained right arch (DNP)
2003-11-05,Pistons,1442,Zeljko Rebraca,False,True,flu (DNP)
2003-11-05,Suns,2571,Leandro Barbosa,False,True,personal reasons (DNP)
2003-11-05,Warriors,1502,Adonal Foyle,False,True,arthroscopic surgery on left knee (date approximate)
2003-11-05,Warriors,1502,Adonal Foyle,False,True,stiff left knee (DNP)
2003-11-05,Warriors,461,Popeye Jones,False,True,surgery on left knee to repair torn cartilage (out 6+ weeks)
2003-11-05,Warriors,461,Popeye Jones,False,True,recovering from surgery on left knee (DNP)
2003-11-06,Heat,2124,Malik Allen,False,True,surgery on right foot (out 6-8 weeks)
2003-11-06,Lakers,2098,Stanislav Medvedenko,False,True,bruised left heel (DNP)
2003-11-06,Mavericks,959,Steve Nash,False,True,strained left shoulder (DNP)
2003-11-06,Nets,2030,Kenyon Martin (Sr.),False,True,sprained left ankle (DNP)
2003-11-06,Nets,915,Rodney Rogers,False,True,dislocated left thumb (DNP)
2003-11-06,Spurs,2225,(William) Tony Parker,False,True,sprained left ankle (DNP)
2003-11-06,Spurs,1495,Tim Duncan,False,True,sprained left ankle (DNP)
2003-11-07,Blazers,1507,Derek Anderson,False,True,placed on IL with back spasms
2003-11-07,Bulls,2033,Marcus Fizer,False,True,placed on IL with right knee inflammation
2003-11-07,Bulls,2427,Roger Mason Jr.,False,True,placed on IL with strained left groin
2003-11-07,Bulls,937,Scottie Pippen,False,True,sore left knee (DNP)
2003-11-07,Bulls,2550,Kirk Hinrich,True,False,activated from IL
2003-11-07,Bulls,2669,Linton Johnson III,True,False,activated from IL
2003-11-07,Celtics,677,Eric Williams,False,True,hyperextended right knee (DNP)
2003-11-07,Clippers,1882,Elton Brand,False,True,hairline fracture of right foot (DNP)
2003-11-07,Heat,2124,Malik Allen,False,True,placed on IL recovering from surgery on right foot
2003-11-07,Heat,2406,Caron Butler,True,False,activated from IL
2003-11-07,Hornets,278,Stacey Augmon,False,True,personal reasons (DNP)
2003-11-07,Jazz,1721,Keon Clark,False,True,right foot injury (DNP)
2003-11-07,Jazz,1723,Matt Harpring,False,True,death in family (DNP)
2003-11-07,Lakers,2098,Stanislav Medvedenko,False,True,bruised left heel (DNP)
2003-11-07,Magic,2639,Britton Johnsen,False,True,placed on IL with left knee patella tendinitis
2003-11-07,Magic,2639,Britton Johnson,False,True,placed on IL
2003-11-07,Magic,1921,Gordan Giricek,False,True,placed on IL with strained right arch
2003-11-07,Magic,2586,Keith Bogans,True,False,activated from IL
2003-11-07,Magic,1727,Pat Garrity,True,False,activated from IL
2003-11-07,Nets,2243,Brian Scalabrine,False,True,strained hip flexor (DNP)
2003-11-07,Nets,2030,Kenyon Martin (Sr.),False,True,strained left ankle (DNP)
2003-11-07,Nets,915,Rodney Rogers,False,True,placed on IL with lacerated left hand
2003-11-07,Nets,2447,Tamar Slay,True,False,activated from IL
2003-11-07,Suns,2571,Leandro Barbosa,False,True,personal reasons (DNP)
2003-11-07,Warriors,1502,Adonal Foyle,False,True,recovering from surgery on left knee (DNP)
2003-11-07,Warriors,461,Popeye Jones,False,True,recovering from surgery on left knee (DNP)
2003-11-08,Blazers,2566,Travis Outlaw,True,False,activated from IL
2003-11-08,Bulls,937,Scottie Pippen,False,True,sore left knee (DNP)
2003-11-08,Bulls,2199,Tyson Chandler,False,True,bruised lower back (DNP)
2003-11-08,Cavaliers,1956,Ira Newble,True,False,activated from IL
2003-11-08,Grizzlies,2203,Shane Battier,False,True,right knee injury (DNP)
2003-11-08,Grizzlies,2559,Troy Bell,False,True,placed on IL with left knee tendinitis
2003-11-08,Grizzlies,2604,Theron Smith,True,False,activated from IL
2003-11-08,Hawks,673,Alan Henderson,False,True,placed on IL with sore back
2003-11-08,Hawks,2424,Dan Dickau,True,False,activated from IL
2003-11-08,Hornets,278,Stacey Augmon,False,True,personal reasons (DNP)
2003-11-08,Jazz,1721,Keon Clark,False,True,placed on IL with bone spurs in right ankle
2003-11-08,Jazz,2414,Curtis Borchardt,True,False,activated from IL
2003-11-08,Spurs,2225,(William) Tony Parker,False,True,sprained left ankle (DNP)
2003-11-08,Spurs,1500,Ron Mercer,False,True,placed on IR with left peroneal synovitis
2003-11-08,Spurs,1495,Tim Duncan,False,True,sprained left ankle (DNP)
2003-11-08,Spurs,2484,Devin Brown,True,False,activated from IL
2003-11-09,76ers,1903,Kenny Thomas,False,True,bruised lower back (DNP)
2003-11-09,Nets,2243,Brian Scalabrine,False,True,strained hip flexor (DNP)
2003-11-09,Nets,2030,Kenyon Martin (Sr.),False,True,sprained left ankle (DNP)
2003-11-09,Nuggets,702,Voshon Lenard,False,True,sprained left ankle (DNP)
2003-11-09,Pistons,1088,Chucky Atkins,False,True,placed on IL with strained left knee
2003-11-09,Pistons,283,Lindsey Hunter,True,False,activated from IL
2003-11-09,Raptors,2423,Chris Jefferies,False,True,placed on IL with strained lower back
2003-11-09,Raptors,1594,Rick Brunson,True,False,activated from IL
2003-11-10,Bulls,2199,Tyson Chandler,False,True,bruised lower back (DNP)
2003-11-10,Nuggets,702,Voshon Lenard,False,True,sprained left ankle (DNP)
2003-11-10,Suns,2560,Zarko Cabarkapa,False,True,sprained right ankle (DNP)
2003-11-10,Warriors,1502,Adonal Foyle,False,True,recovering from surgery on left knee (DNP)
2003-11-10,Warriors,461,Popeye Jones,False,True,recovering from surgery on left knee (DNP)
2003-11-11,76ers,299,Glenn Robinson (Jr.),False,True,sprained left ankle (DNP)
2003-11-11,76ers,1903,Kenny Thomas,False,True,bruised lower back (DNP)
2003-11-11,Clippers,1882,Elton Brand,False,True,hairline fracture of right foot (DNP)
2003-11-11,Hornets,278,Stacey Augmon,False,True,personal reasons (DNP)
2003-11-11,Mavericks,960,Tony Delk,False,True,strained left hamstring (DNP)
2003-11-11,Pistons,1112,Ben Wallace,False,True,sprained left ankle (DNP)
2003-11-12,Bulls,916,Corie Blount,False,True,sprained right ankle (DNP)
2003-11-12,Bulls,2199,Tyson Chandler,False,True,bruised lower back (DNP)
2003-11-12,Cavaliers,1565,Michael Stewart,False,True,placed on IL with right knee tendinitis
2003-11-12,Cavaliers,1743,Bruno Sundov,True,False,activated from IL
2003-11-12,Lakers,2098,Stanislav Medvedenko,False,True,bruised left heel (DNP)
2003-11-12,Magic,1727,Pat Garrity,False,True,sore right knee (DNP)
2003-11-12,Nets,2243,Brian Scalabrine,False,True,strained hip flexor (DNP)
2003-11-12,Warriors,1502,Adonal Foyle,False,True,recovering from surgery on left knee (DNP)
2003-11-12,Warriors,2202,Jason Richardson,False,True,sprained left ankle (DNP)
2003-11-12,Warriors,461,Popeye Jones,False,True,placed on IL recovering from surgery on left knee
2003-11-12,Warriors,2554,Mickael Pietrus,True,False,activated from IL
2003-11-12,Warriors,2554,Mickael Pietrus,False,True,sprained left ankle (DNP)
2003-11-13,Bulls,2199,Tyson Chandler,False,True,bruised lower back (DNP)
2003-11-14,76ers,934,Derrick Coleman,False,True,strained left knee (DNP)
2003-11-14,76ers,299,Glenn Robinson (Jr.),False,True,sprained left ankle (DNP)
2003-11-14,76ers,1903,Kenny Thomas,False,True,bruised lower back (DNP)
2003-11-14,Celtics,1711,Raef LaFrentz,False,True,placed on IL with right knee tendinitis
2003-11-14,Celtics,2570,Kendrick Perkins,True,False,activated from IL
2003-11-14,Clippers,1882,Elton Brand,False,True,hairline fracture of right foot (DNP)
2003-11-14,Lakers,2098,Stanislav Medvedenko,False,True,placed on IL with bruised left heel
2003-11-14,Lakers,2441,Jamal Sampson,True,False,activated from IL
2003-11-14,Magic,1727,Pat Garrity,False,True,right knee injury (DNP)
2003-11-14,Warriors,1502,Adonal Foyle,False,True,recovering from surgery on left knee (DNP)
2003-11-14,Warriors,2554,Mickael Pietrus,False,True,sprained left ankle (DNP)
2003-11-15,76ers,934,Derrick Coleman,False,True,strained left knee (DNP)
2003-11-15,76ers,299,Glenn Robinson (Jr.),False,True,strained left knee (DNP)
2003-11-15,76ers,1903,Kenny Thomas,False,True,bruised lower back (DNP)
2003-11-15,Bulls,2037,Jamal Crawford,False,True,sprained neck (DNP)
2003-11-15,Clippers,1882,Elton Brand,False,True,placed on IR with hairline fracture of right foot
2003-11-15,Clippers,779,Glen Rice (Sr.),True,False,activated from IL
2003-11-15,Magic,1727,Pat Garrity,False,True,right knee injury (DNP)
2003-11-15,Magic,1742,Shammond Williams,False,True,sprained left knee (DNP)
2003-11-15,Mavericks,960,Tony Delk,False,True,strained left hamstring (DNP)
2003-11-15,Pacers,2224,Jamaal Tinsley,False,True,ill (DNP)
2003-11-16,Magic,1727,Pat Garrity,False,True,placed on IL with right knee injury
2003-11-16,Magic,1742,Shammond Williams,False,True,placed on IL with sprained left knee
2003-11-16,Magic,1921,Gordan Giricek,True,False,activated from IL
2003-11-16,Warriors,1502,Adonal Foyle,False,True,recovering from surgery on left knee (DNP)
2003-11-16,Warriors,2554,Mickael Pietrus,False,True,sprained left ankle (DNP)
2003-11-16,Warriors,89,Nick Van Exel,False,True,sore left knee (DNP)
2003-11-17,76ers,934,Derrick Coleman,False,True,strained left knee (DNP)
2003-11-17,76ers,299,Glenn Robinson (Jr.),False,True,sprained left ankle (DNP)
2003-11-17,Mavericks,762,Shawn Bradley,False,True,sprained left knee (DNP)
2003-11-17,Mavericks,960,Tony Delk,False,True,strained left hamstring (DNP)
2003-11-17,Wizards,363,Christian Laettner,False,True,back spasms (DNP)
2003-11-18,Bulls,2037,Jamal Crawford,False,True,sprained neck (DNP)
2003-11-18,Bulls,2669,Linton Johnson III,False,True,placed on IL with sprained right ankle
2003-11-18,Bulls,2033,Marcus Fizer,True,False,activated from IL
2003-11-18,Nets,2447,Tamar Slay,False,True,placed on IR with sprained right groin
2003-11-18,Nets,915,Rodney Rogers,True,False,activated from IL
2003-11-18,Nuggets,2403,Nene Hilario ,False,True,strained left groin (DNP)
2003-11-18,Pistons,1442,Zeljko Rebraca,False,True,placed on IL with back spasms
2003-11-18,Pistons,1032,Darvin Ham,True,False,activated from IL
2003-11-18,Spurs,1752,Sean Marks,False,True,placed on IL with left knee tendinitis
2003-11-18,Spurs,1853,Anthony Carter,True,False,activated from IL
2003-11-18,Suns,2456,Cezary Trybanski,False,True,placed on IL with back spasms
2003-11-18,Suns,1751,Jahidi White,False,True,finger injury (DNP)
2003-11-18,Suns,281,Scott Williams,True,False,activated from IL
2003-11-18,Warriors,1502,Adonal Foyle,False,True,recovering from surgery on left knee (DNP)
2003-11-19,76ers,947,Allen Iverson,False,True,bruised right knee (DNP)
2003-11-19,76ers,934,Derrick Coleman,False,True,strained left knee (DNP)
2003-11-19,76ers,299,Glenn Robinson (Jr.),False,True,sprained left ankle (DNP)
2003-11-19,Blazers,2566,Travis Outlaw,False,True,placed on IL with patellar tendinitis in both knees
2003-11-19,Blazers,1739,Ruben Patterson,True,False,activated from IL
2003-11-19,Cavaliers,2430,Carlos Boozer,False,True,sprained right ankle (DNP)
2003-11-19,Clippers,2060,Marko Jaric,False,True,partially torn muscle in left foot (DTD)
2003-11-19,Clippers,2060,Marko Jaric,False,True,partially torn muscle in left foot (DNP)
2003-11-19,Heat,2602,Jerome Beasley,False,True,placed on IL with strained lower back
2003-11-19,Heat,955,Samaki Walker,True,False,activated from IL
2003-11-19,Jazz,1721,Keon Clark,False,True,surgery on right ankle to remove bone spurs (out 6 weeks) (date approximate)
2003-11-19,Kings,2222,Gerald Wallace,False,True,sprained left knee (DNP)
2003-11-19,Knicks,1496,Keith Van Horn,False,True,sprained right ankle (DNP)
2003-11-19,Nuggets,2403,Nene Hilario ,False,True,strained left groin (DNP)
2003-11-19,Pacers,979,Jermaine O'Neal,False,True,knee tendinitis (DNP)
2003-11-19,Warriors,1502,Adonal Foyle,False,True,recovering from surgery on left knee (DNP)
2003-11-19,Warriors,2554,Mickael Pietrus,False,True,sprained left ankle (DNP)
2003-11-19,Warriors,89,Nick Van Exel,False,True,sore left knee (DNP)
2003-11-19,Wizards,363,Christian Laettner,False,True,back spasms (DNP)
2003-11-20,Mavericks,960,Tony Delk,False,True,strained left hamstring (DNP)
2003-11-21,76ers,934,Derrick Coleman,False,True,strained left knee (DNP)
2003-11-21,76ers,299,Glenn Robinson (Jr.),False,True,sprained left ankle (DNP)
2003-11-21,Cavaliers,2430,Carlos Boozer,False,True,sprained right ankle (DNP)
2003-11-21,Grizzlies,2604,Theron Smith,False,True,placed on IL with back spasms
2003-11-21,Grizzlies,2563,Dahntay Jones,True,False,activated from IL
2003-11-21,Kings,2222,Gerald Wallace,False,True,sprained left knee (DNP)
2003-11-21,Knicks,1496,Keith Van Horn,False,True,sprained right ankle (DNP)
2003-11-21,Nuggets,2403,Nene Hilario ,False,True,strained left groin (DNP)
2003-11-21,Warriors,1502,Adonal Foyle,False,True,recovering from surgery on left knee (DNP)
2003-11-21,Warriors,89,Nick Van Exel,False,True,left knee injury (DNP)
2003-11-22,76ers,934,Derrick Coleman,False,True,sprained left knee (DNP)
