,Player,Team,PLAYER_ID,PTS2,xPTS2,FG2_PCT,Shot_Making2,Points_Added2,PTS3,xPTS3,FG3_PCT,Shot_Making3,Points_Added3,PTS,xPTS,eFG,xeFG,Shot_Making,Points_Added
0,LeBron James,Los Angeles Lakers,2544,812.0,731.33,0.578,0.115,80.67,381.0,337.62,0.394,0.135,43.38,1193,1068.97,0.583,0.522,0.121,124.0
1,Chris Paul,San Antonio Spurs,101108,166.0,152.33,0.5,0.082,13.67,363.0,330.92,0.384,0.102,32.08,529,483.25,0.55,0.502,0.095,45.8
2,Kyle Lowry,Philadelphia 76ers,200768,22.0,27.22,0.393,-0.186,-5.22,84.0,89.43,0.337,-0.065,-5.43,106,116.66,0.477,0.525,-0.096,-10.7
3,Kevin Durant,Phoenix Suns,201142,798.0,634.86,0.582,0.238,163.14,435.0,352.97,0.417,0.236,82.03,1233,987.83,0.597,0.478,0.237,245.2
4,Al Horford,Boston Celtics,201143,124.0,142.96,0.53,-0.162,-18.96,279.0,300.55,0.355,-0.082,-21.55,403,443.5,0.532,0.585,-0.107,-40.5
5,Mike Conley,Minnesota Timberwolves,201144,96.0,131.04,0.369,-0.27,-35.04,339.0,294.64,0.417,0.164,44.36,435,425.68,0.542,0.531,0.023,9.3
6,Jeff Green,Houston Rockets,201145,56.0,38.19,0.757,0.481,17.81,51.0,58.09,0.321,-0.134,-7.09,107,96.28,0.594,0.535,0.119,10.7
7,Russell Westbrook,Denver Nuggets,201566,468.0,495.48,0.52,-0.061,-27.48,228.0,261.74,0.329,-0.146,-33.74,696,757.23,0.511,0.556,-0.09,-61.2
8,Kevin Love,Miami Heat,201567,34.0,56.09,0.354,-0.46,-22.09,72.0,71.73,0.369,0.004,0.27,106,127.82,0.469,0.566,-0.193,-21.8
9,Eric Gordon,Philadelphia 76ers,201569,62.0,71.79,0.463,-0.146,-9.79,168.0,154.61,0.409,0.098,13.39,230,226.41,0.564,0.555,0.018,3.6
10,Brook Lopez,Milwaukee Bucks,201572,394.0,360.41,0.623,0.106,33.59,354.0,363.21,0.366,-0.029,-9.21,748,723.63,0.586,0.567,0.038,24.4
11,Nicolas Batum,LA Clippers,201587,30.0,42.04,0.441,-0.354,-12.04,219.0,201.26,0.41,0.1,17.74,249,243.3,0.587,0.574,0.027,5.7
12,DeAndre Jordan,Denver Nuggets,201599,138.0,134.93,0.657,0.029,3.07,0.0,0.0,0.0,0.0,0.0,138,134.93,0.657,0.643,0.029,3.1
13,James Harden,LA Clippers,201935,472.0,507.03,0.457,-0.068,-35.03,603.0,552.4,0.346,0.087,50.6,1075,1059.45,0.49,0.483,0.014,15.5
14,Stephen Curry,Golden State Warriors,201939,408.0,396.51,0.531,0.03,11.49,768.0,659.51,0.398,0.168,108.49,1176,1056.0,0.572,0.514,0.117,120.0
15,DeMar DeRozan,Sacramento Kings,201942,870.0,755.12,0.514,0.136,114.88,207.0,206.51,0.35,0.002,0.49,1077,961.63,0.516,0.461,0.111,115.4
16,Jrue Holiday,Boston Celtics,201950,252.0,238.88,0.57,0.059,13.12,264.0,284.2,0.338,-0.078,-20.2,516,523.08,0.536,0.544,-0.015,-7.1
17,Paul George,Philadelphia 76ers,202331,296.0,284.87,0.493,0.037,11.13,285.0,268.62,0.357,0.062,16.38,581,553.5,0.513,0.489,0.049,27.5
18,Kyrie Irving,Dallas Mavericks,202681,604.0,572.64,0.52,0.054,31.36,390.0,340.66,0.389,0.148,49.34,994,913.29,0.543,0.499,0.088,80.7
19,Jonas Valanciunas,Sacramento Kings,202685,582.0,583.83,0.571,-0.004,-1.83,24.0,37.4,0.25,-0.419,-13.4,606,621.23,0.559,0.573,-0.028,-15.2
20,Klay Thompson,Dallas Mavericks,202691,260.0,279.95,0.448,-0.069,-19.95,570.0,503.7,0.394,0.138,66.3,830,783.65,0.538,0.508,0.06,46.4
21,Alec Burks,Miami Heat,202692,36.0,46.6,0.375,-0.221,-10.6,162.0,142.38,0.409,0.149,19.62,198,189.0,0.55,0.525,0.05,9.0
22,Kawhi Leonard,LA Clippers,202695,310.0,290.03,0.525,0.068,19.97,159.0,142.24,0.393,0.124,16.76,469,432.26,0.545,0.503,0.085,36.7
23,Nikola Vucevic,Chicago Bulls,202696,716.0,687.17,0.592,0.048,28.83,336.0,323.47,0.399,0.045,12.53,1052,1010.63,0.594,0.57,0.047,41.4
24,Tobias Harris,Detroit Pistons,202699,532.0,511.93,0.541,0.041,20.07,243.0,262.9,0.34,-0.084,-19.9,775,774.78,0.531,0.531,0.0,0.2
25,Reggie Jackson,Philadelphia 76ers,202704,54.0,59.62,0.458,-0.095,-5.62,75.0,80.47,0.338,-0.074,-5.47,129,140.09,0.485,0.527,-0.083,-11.1
26,Cory Joseph,Orlando Magic,202709,34.0,34.59,0.5,-0.017,-0.59,78.0,79.62,0.366,-0.023,-1.62,112,114.22,0.533,0.544,-0.021,-2.2
27,Jimmy Butler,Golden State Warriors,202710,406.0,430.45,0.529,-0.064,-24.45,57.0,69.06,0.302,-0.191,-12.06,463,499.5,0.518,0.559,-0.082,-36.5
28,Anthony Davis,Dallas Mavericks,203076,746.0,731.37,0.561,0.022,14.63,90.0,103.92,0.323,-0.15,-13.92,836,835.28,0.551,0.551,0.001,0.7
29,Bradley Beal,Phoenix Suns,203078,452.0,403.93,0.569,0.121,48.07,270.0,251.29,0.391,0.081,18.71,722,655.2,0.576,0.522,0.107,66.8
30,Damian Lillard,Milwaukee Bucks,203081,484.0,444.74,0.527,0.086,39.26,576.0,523.2,0.376,0.103,52.8,1060,967.93,0.546,0.499,0.095,92.1
31,Andre Drummond,Philadelphia 76ers,203083,228.0,263.58,0.533,-0.166,-35.58,9.0,21.56,0.158,-0.661,-12.56,237,285.13,0.509,0.612,-0.207,-48.1
32,Harrison Barnes,San Antonio Spurs,203084,322.0,310.08,0.59,0.044,11.92,363.0,312.51,0.429,0.179,50.49,685,622.57,0.617,0.561,0.112,62.4
33,Draymond Green,Golden State Warriors,203110,230.0,261.7,0.523,-0.144,-31.7,192.0,220.26,0.328,-0.145,-28.26,422,481.96,0.508,0.581,-0.144,-60.0
34,Khris Middleton,Washington Wizards,203114,210.0,183.5,0.553,0.139,26.5,135.0,125.79,0.369,0.075,9.21,345,309.28,0.553,0.496,0.114,35.7
35,CJ McCollum,New Orleans Pelicans,203468,520.0,509.93,0.501,0.019,10.07,486.0,447.48,0.369,0.088,38.52,1006,957.38,0.525,0.5,0.051,48.6
36,Dennis Schroder,Detroit Pistons,203471,348.0,361.02,0.463,-0.035,-13.02,345.0,353.66,0.355,-0.027,-8.66,693,714.69,0.495,0.51,-0.031,-21.7
37,Kelly Olynyk,New Orleans Pelicans,203482,162.0,161.82,0.566,0.001,0.18,87.0,75.45,0.439,0.175,11.55,249,237.29,0.596,0.568,0.056,11.7
38,Kentavious Caldwell-Pope,Orlando Magic,203484,230.0,201.39,0.59,0.147,28.61,276.0,308.35,0.322,-0.113,-32.35,506,509.73,0.526,0.53,-0.008,-3.7
39,Mason Plumlee,Phoenix Suns,203486,232.0,240.13,0.627,-0.044,-8.13,0.0,3.12,0.0,-1.04,-3.12,232,243.25,0.617,0.647,-0.06,-11.3
40,Rudy Gobert,Minnesota Timberwolves,203497,524.0,521.93,0.658,0.005,2.07,0.0,0.0,0.0,0.0,0.0,524,521.93,0.658,0.656,0.005,2.1
41,Steven Adams,Houston Rockets,203500,140.0,162.86,0.53,-0.173,-22.86,0.0,1.17,0.0,-1.17,-1.17,140,164.03,0.526,0.617,-0.181,-24.0
42,Tim Hardaway Jr.,Detroit Pistons,203501,176.0,182.12,0.484,-0.034,-6.12,405.0,394.87,0.36,0.027,10.13,581,576.99,0.522,0.518,0.007,4.0
43,Giannis Antetokounmpo,Milwaukee Bucks,203507,1306.0,1133.83,0.615,0.162,172.17,24.0,48.54,0.182,-0.558,-24.54,1330,1182.36,0.601,0.535,0.133,147.6
44,Seth Curry,Charlotte Hornets,203552,130.0,127.69,0.492,0.018,2.31,204.0,161.11,0.447,0.282,42.89,334,288.79,0.588,0.508,0.159,45.2
45,Zach LaVine,Sacramento Kings,203897,636.0,572.58,0.574,0.114,63.42,558.0,445.93,0.435,0.262,112.07,1194,1018.51,0.608,0.519,0.179,175.5
46,Jordan Clarkson,Utah Jazz,203903,232.0,262.2,0.451,-0.118,-30.2,246.0,222.68,0.368,0.105,23.32,478,484.88,0.498,0.505,-0.014,-6.9
47,Spencer Dinwiddie,Dallas Mavericks,203915,302.0,295.78,0.5,0.021,6.22,282.0,284.98,0.341,-0.011,-2.98,584,580.76,0.505,0.502,0.006,3.2
48,Jerami Grant,Portland Trail Blazers,203924,212.0,279.33,0.381,-0.242,-67.33,324.0,316.19,0.365,0.026,7.81,536,595.52,0.467,0.519,-0.104,-59.5
49,Doug McDermott,Sacramento Kings,203926,10.0,15.16,0.385,-0.397,-5.16,99.0,83.98,0.423,0.193,15.02,109,99.14,0.599,0.545,0.108,9.9
50,Aaron Gordon,Denver Nuggets,203932,290.0,292.46,0.562,-0.01,-2.46,186.0,152.03,0.456,0.25,33.97,476,444.49,0.604,0.564,0.08,31.5
51,Marcus Smart,Washington Wizards,203935,86.0,98.98,0.453,-0.137,-12.98,126.0,136.08,0.336,-0.081,-10.08,212,235.05,0.482,0.534,-0.105,-23.1
52,Kyle Anderson,Miami Heat,203937,156.0,177.28,0.481,-0.131,-21.28,66.0,67.3,0.367,-0.022,-1.3,222,244.58,0.5,0.551,-0.102,-22.6
53,Julius Randle,Minnesota Timberwolves,203944,590.0,576.2,0.552,0.026,13.8,249.0,276.55,0.324,-0.108,-27.55,839,852.72,0.531,0.54,-0.017,-13.7
54,Andrew Wiggins,Miami Heat,203952,430.0,452.99,0.505,-0.054,-22.99,327.0,322.2,0.363,0.016,4.8,757,775.18,0.521,0.534,-0.025,-18.2
55,Joel Embiid,Philadelphia 76ers,203954,228.0,230.97,0.498,-0.013,-2.97,63.0,78.47,0.292,-0.215,-15.47,291,309.45,0.483,0.514,-0.061,-18.4
56,Dante Exum,Dallas Mavericks,203957,78.0,77.42,0.5,0.007,0.58,63.0,53.02,0.447,0.212,9.98,141,130.44,0.564,0.522,0.084,10.6
57,Clint Capela,Atlanta Hawks,203991,428.0,492.41,0.563,-0.17,-64.41,0.0,1.17,0.0,-1.17,-1.17,428,493.58,0.562,0.648,-0.172,-65.6
58,Bogdan Bogdanovic,LA Clippers,203992,172.0,162.11,0.541,0.062,9.89,249.0,256.07,0.346,-0.029,-7.07,421,418.17,0.528,0.524,0.007,2.8
59,Jusuf Nurkic,Charlotte Hornets,203994,184.0,192.97,0.564,-0.055,-8.97,66.0,93.3,0.272,-0.337,-27.3,250,286.27,0.512,0.587,-0.149,-36.3
60,Vasilije Micic,Phoenix Suns,203995,100.0,138.08,0.338,-0.257,-38.08,135.0,126.93,0.36,0.065,8.07,235,265.01,0.43,0.485,-0.11,-30.0
61,Nikola Jokic,Denver Nuggets,203999,1104.0,1035.82,0.62,0.077,68.18,321.0,277.72,0.418,0.169,43.28,1425,1313.52,0.622,0.573,0.097,111.5
62,Kristaps Porzingis,Boston Celtics,204001,286.0,279.82,0.579,0.025,6.18,243.0,225.92,0.399,0.084,17.08,529,505.75,0.588,0.562,0.052,23.2
63,T.J. McConnell,Indiana Pacers,204456,516.0,494.89,0.534,0.044,21.11,42.0,46.69,0.333,-0.112,-4.69,558,541.6,0.531,0.516,0.031,16.4
64,Tyus Jones,Phoenix Suns,1626145,236.0,247.32,0.482,-0.046,-11.32,444.0,387.2,0.423,0.162,56.8,680,634.5,0.571,0.533,0.076,45.5
65,D'Angelo Russell,Brooklyn Nets,1626156,254.0,259.28,0.487,-0.02,-5.28,306.0,339.59,0.313,-0.103,-33.59,560,598.86,0.477,0.51,-0.066,-38.9
66,Karl-Anthony Towns,New York Knicks,1626157,828.0,808.22,0.573,0.027,19.78,375.0,311.13,0.436,0.223,63.87,1203,1119.37,0.596,0.555,0.083,83.6
67,Richaun Holmes,Washington Wizards,1626158,152.0,134.62,0.697,0.159,17.38,0.0,3.48,0.0,-1.16,-3.48,152,138.1,0.679,0.617,0.124,13.9
68,Kelly Oubre Jr.,Philadelphia 76ers,1626162,554.0,553.11,0.555,0.002,0.89,213.0,261.58,0.296,-0.202,-48.58,767,814.7,0.519,0.551,-0.065,-47.7
69,Devin Booker,Phoenix Suns,1626164,766.0,701.95,0.532,0.089,64.05,516.0,491.48,0.35,0.05,24.52,1282,1193.46,0.529,0.493,0.073,88.5
70,Cameron Payne,New York Knicks,1626166,144.0,148.32,0.465,-0.028,-4.32,237.0,235.08,0.366,0.009,1.92,381,383.41,0.513,0.517,-0.006,-2.4
71,Myles Turner,Indiana Pacers,1626167,394.0,412.34,0.552,-0.051,-18.34,387.0,365.75,0.398,0.066,21.25,781,778.09,0.573,0.571,0.004,2.9
72,Trey Lyles,Sacramento Kings,1626168,118.0,133.37,0.536,-0.14,-15.37,201.0,219.19,0.345,-0.094,-18.19,319,352.56,0.525,0.58,-0.11,-33.6
73,Bobby Portis,Milwaukee Bucks,1626171,386.0,396.21,0.508,-0.027,-10.21,177.0,182.54,0.36,-0.034,-5.54,563,578.76,0.517,0.532,-0.029,-15.8
74,Kevon Looney,Golden State Warriors,1626172,252.0,291.57,0.527,-0.166,-39.57,0.0,3.05,0.0,-1.017,-3.05,252,294.62,0.521,0.609,-0.176,-42.6
75,Terry Rozier,Miami Heat,1626179,306.0,324.62,0.486,-0.059,-18.62,249.0,295.55,0.292,-0.164,-46.55,555,620.16,0.463,0.518,-0.109,-65.2
76,Norman Powell,LA Clippers,1626181,472.0,446.5,0.546,0.059,25.5,462.0,367.74,0.424,0.26,94.26,934,814.24,0.587,0.512,0.151,119.8
77,Pat Connaughton,Milwaukee Bucks,1626192,62.0,67.88,0.554,-0.105,-5.88,60.0,69.42,0.312,-0.147,-9.42,122,137.3,0.508,0.572,-0.128,-15.3
78,Larry Nance Jr.,Atlanta Hawks,1626204,92.0,97.55,0.582,-0.07,-5.55,99.0,86.76,0.44,0.163,12.24,191,184.3,0.62,0.598,0.044,6.7
79,Royce O'Neale,Phoenix Suns,1626220,116.0,139.01,0.479,-0.19,-23.01,477.0,434.46,0.42,0.112,42.54,593,573.48,0.593,0.573,0.039,19.5
80,Ben Simmons,LA Clippers,1627732,216.0,238.01,0.535,-0.109,-22.01,0.0,0.0,0.0,0.0,0.0,216,238.01,0.535,0.589,-0.109,-22.0
81,Domantas Sabonis,Sacramento Kings,1627734,740.0,690.16,0.629,0.085,49.84,162.0,148.77,0.422,0.103,13.23,902,838.92,0.63,0.586,0.088,63.1
82,Malik Beasley,Detroit Pistons,1627736,240.0,253.89,0.482,-0.056,-13.89,819.0,666.36,0.421,0.236,152.64,1059,920.23,0.59,0.513,0.155,138.8
83,Kris Dunn,LA Clippers,1627739,198.0,205.01,0.553,-0.039,-7.01,168.0,211.57,0.304,-0.237,-43.57,366,416.59,0.504,0.574,-0.139,-50.6
84,Buddy Hield,Golden State Warriors,1627741,214.0,220.96,0.525,-0.034,-6.96,504.0,485.49,0.367,0.04,18.51,718,706.45,0.542,0.534,0.017,11.5
85,Brandon Ingram,Toronto Raptors,1627742,220.0,200.08,0.514,0.093,19.92,126.0,112.58,0.372,0.119,13.42,346,312.68,0.529,0.478,0.102,33.3
86,Caris LeVert,Atlanta Hawks,1627747,254.0,259.16,0.545,-0.022,-5.16,255.0,233.83,0.394,0.098,21.17,509,492.98,0.567,0.549,0.036,16.0
87,Dejounte Murray,New Orleans Pelicans,1627749,284.0,303.85,0.445,-0.062,-19.85,156.0,172.79,0.302,-0.098,-16.79,440,476.65,0.448,0.485,-0.075,-36.7
88,Jamal Murray,Denver Nuggets,1627750,672.0,643.33,0.516,0.044,28.67,432.0,380.3,0.4,0.144,51.7,1104,1023.62,0.546,0.506,0.08,80.4
89,Jakob Poeltl,Toronto Raptors,1627751,642.0,621.52,0.622,0.04,20.48,3.0,3.09,0.333,-0.03,-0.09,645,624.61,0.621,0.602,0.039,20.4
90,Taurean Prince,Milwaukee Bucks,1627752,138.0,158.12,0.469,-0.137,-20.12,366.0,295.29,0.449,0.26,70.71,504,453.41,0.601,0.541,0.121,50.6
91,Jaylen Brown,Boston Celtics,1627759,698.0,674.5,0.527,0.035,23.5,291.0,323.23,0.309,-0.103,-32.23,989,997.72,0.507,0.511,-0.009,-8.7
92,Malcolm Brogdon,Washington Wizards,1627763,176.0,182.19,0.478,-0.034,-6.19,48.0,60.27,0.291,-0.223,-12.27,224,242.47,0.469,0.507,-0.077,-18.5
93,Georges Niang,Atlanta Hawks,1627777,208.0,206.94,0.578,0.006,1.06,390.0,367.83,0.398,0.068,22.17,598,574.77,0.59,0.567,0.046,23.2
94,Gary Payton II,Golden State Warriors,1627780,250.0,234.94,0.706,0.085,15.06,81.0,97.26,0.321,-0.194,-16.26,331,332.2,0.634,0.636,-0.005,-1.2
95,Pascal Siakam,Indiana Pacers,1627783,842.0,774.11,0.581,0.094,67.89,348.0,321.04,0.403,0.094,26.96,1190,1095.16,0.588,0.541,0.094,94.8
96,Guerschon Yabusele,Philadelphia 76ers,1627824,314.0,305.08,0.616,0.035,8.92,282.0,267.93,0.39,0.058,14.07,596,572.99,0.601,0.578,0.046,23.0
97,Ivica Zubac,LA Clippers,1627826,992.0,945.67,0.625,0.058,46.33,0.0,0.0,0.0,0.0,0.0,992,945.67,0.625,0.596,0.058,46.3
98,Dorian Finney-Smith,Los Angeles Lakers,1627827,116.0,130.05,0.542,-0.131,-14.05,279.0,265.19,0.399,0.059,13.81,395,395.24,0.581,0.581,-0.001,-0.2
99,Fred VanVleet,Houston Rockets,1627832,236.0,259.12,0.445,-0.087,-23.12,426.0,424.41,0.353,0.004,1.59,662,683.52,0.496,0.512,-0.032,-21.5
100,Derrick Jones Jr.,LA Clippers,1627884,388.0,389.65,0.62,-0.005,-1.65,189.0,201.05,0.356,-0.068,-12.05,577,590.69,0.589,0.603,-0.028,-13.7
101,Alex Caruso,Oklahoma City Thunder,1627936,118.0,128.14,0.546,-0.094,-10.14,144.0,152.08,0.358,-0.06,-8.08,262,280.2,0.541,0.579,-0.075,-18.2
