,Player,Team,PLAYER_ID,PTS2,xPTS2,FG2_PCT,Shot_Making2,Points_Added2,PTS3,xPTS3,FG3_PCT,Shot_Making3,Points_Added3,PTS,xPTS,eFG,xeFG,Shot_Making,Points_Added
0,LeBron James,Los Angeles Lakers,2544,862.0,808.8,0.587,0.072,53.2,363.0,319.34,0.402,0.145,43.66,1225,1128.13,0.592,0.545,0.094,96.9
1,Chris Paul,Golden State Warriors,101108,186.0,173.84,0.495,0.065,12.16,186.0,176.19,0.385,0.061,9.81,372,350.02,0.533,0.501,0.063,22.0
2,Kyle Lowry,Philadelphia 76ers,200768,114.0,123.19,0.496,-0.08,-9.19,240.0,223.73,0.383,0.078,16.27,354,346.93,0.546,0.535,0.022,7.1
3,Kevin Durant,Phoenix Suns,201142,966.0,800.74,0.566,0.194,165.26,396.0,326.59,0.406,0.214,69.41,1362,1127.33,0.578,0.478,0.199,234.7
4,Al Horford,Boston Celtics,201143,170.0,161.27,0.644,0.066,8.73,285.0,254.35,0.43,0.139,30.65,455,415.62,0.644,0.589,0.112,39.4
5,Mike Conley,Minnesota Timberwolves,201144,196.0,214.22,0.485,-0.09,-18.22,432.0,373.77,0.427,0.173,58.23,628,587.99,0.583,0.545,0.074,40.0
6,Jeff Green,Houston Rockets,201145,198.0,198.91,0.55,-0.005,-0.91,117.0,128.55,0.342,-0.101,-11.55,315,327.47,0.536,0.557,-0.042,-12.5
7,Thaddeus Young,Phoenix Suns,201152,118.0,116.84,0.634,0.012,1.16,3.0,6.77,0.167,-0.628,-3.77,121,123.62,0.611,0.624,-0.026,-2.6
8,Derrick Rose,Memphis Grizzlies,201565,122.0,126.44,0.492,-0.036,-4.44,45.0,42.53,0.385,0.063,2.47,167,168.96,0.512,0.518,-0.012,-2.0
9,Russell Westbrook,LA Clippers,201566,434.0,471.82,0.508,-0.089,-37.82,105.0,151.8,0.263,-0.352,-46.8,539,623.61,0.481,0.557,-0.151,-84.6
10,Kevin Love,Miami Heat,201567,114.0,106.17,0.648,0.089,7.83,207.0,225.77,0.343,-0.093,-18.77,321,331.93,0.555,0.574,-0.038,-10.9
11,Danilo Gallinari,Milwaukee Bucks,201568,100.0,88.75,0.575,0.129,11.25,84.0,94.49,0.326,-0.122,-10.49,184,183.24,0.532,0.53,0.004,0.8
12,Eric Gordon,Phoenix Suns,201569,228.0,221.25,0.564,0.033,6.75,414.0,393.28,0.4,0.06,20.72,642,614.54,0.587,0.562,0.05,27.5
13,Brook Lopez,Milwaukee Bucks,201572,364.0,347.56,0.619,0.056,16.44,366.0,383.41,0.36,-0.051,-17.41,730,730.98,0.577,0.577,-0.002,-1.0
14,JaVale McGee,Sacramento Kings,201580,148.0,146.15,0.632,0.016,1.85,3.0,5.72,0.2,-0.544,-2.72,151,151.87,0.619,0.622,-0.007,-0.9
15,Nicolas Batum,Philadelphia 76ers,201587,72.0,72.46,0.621,-0.008,-0.46,165.0,156.82,0.39,0.058,8.18,237,229.27,0.595,0.576,0.039,7.7
16,DeAndre Jordan,Denver Nuggets,201599,104.0,105.08,0.627,-0.013,-1.08,0.0,0.0,0.0,0.0,0.0,104,105.08,0.627,0.633,-0.013,-1.1
17,James Harden,LA Clippers,201935,286.0,284.85,0.497,0.004,1.15,504.0,418.25,0.407,0.208,85.75,790,703.11,0.563,0.502,0.124,86.9
18,Stephen Curry,Golden State Warriors,201939,484.0,474.05,0.518,0.021,9.95,894.0,773.5,0.404,0.164,120.5,1378,1247.54,0.572,0.518,0.108,130.5
19,DeMar DeRozan,Chicago Bulls,201942,930.0,859.87,0.505,0.076,70.13,192.0,206.79,0.335,-0.077,-14.79,1122,1066.66,0.505,0.48,0.05,55.3
20,Jrue Holiday,Boston Celtics,201950,340.0,355.47,0.52,-0.047,-15.47,363.0,305.17,0.442,0.211,57.83,703,660.66,0.585,0.55,0.07,42.3
21,Patrick Beverley,Milwaukee Bucks,201976,168.0,189.41,0.483,-0.123,-21.41,153.0,170.58,0.329,-0.113,-17.58,321,359.96,0.488,0.547,-0.118,-39.0
22,Gordon Hayward,Oklahoma City Thunder,202330,260.0,288.67,0.476,-0.105,-28.67,90.0,84.91,0.395,0.067,5.09,350,373.59,0.501,0.535,-0.068,-23.6
23,Paul George,LA Clippers,202331,544.0,508.98,0.526,0.068,35.02,606.0,516.54,0.402,0.178,89.46,1150,1025.54,0.564,0.503,0.122,124.5
24,Ish Smith,Charlotte Hornets,202397,124.0,147.28,0.413,-0.155,-23.28,12.0,7.56,0.5,0.555,4.44,136,154.85,0.43,0.49,-0.119,-18.8
25,Kyrie Irving,Dallas Mavericks,202681,634.0,587.03,0.541,0.08,46.97,393.0,344.15,0.406,0.151,48.85,1027,931.17,0.565,0.512,0.105,95.8
26,Tristan Thompson,Cleveland Cavaliers,202684,132.0,124.95,0.647,0.069,7.05,0.0,0.83,0.0,-0.83,-0.83,132,125.78,0.641,0.611,0.06,6.2
27,Jonas Valanciunas,New Orleans Pelicans,202685,618.0,587.26,0.612,0.061,30.74,99.0,111.67,0.344,-0.132,-12.67,717,698.94,0.597,0.581,0.03,18.1
28,Bismack Biyombo,Oklahoma City Thunder,202687,136.0,154.1,0.553,-0.147,-18.1,0.0,0.0,0.0,0.0,0.0,136,154.1,0.553,0.626,-0.147,-18.1
29,Klay Thompson,Golden State Warriors,202691,346.0,361.75,0.485,-0.044,-15.75,633.0,572.78,0.385,0.11,60.22,979,934.5,0.541,0.516,0.049,44.5
30,Alec Burks,New York Knicks,202692,168.0,224.85,0.367,-0.248,-56.85,363.0,339.93,0.376,0.072,23.07,531,564.77,0.482,0.512,-0.061,-33.8
31,Marcus Morris,Cleveland Cavaliers,202694,114.0,111.78,0.475,0.018,2.22,126.0,103.37,0.424,0.229,22.63,240,215.16,0.548,0.491,0.113,24.8
32,Kawhi Leonard,LA Clippers,202695,830.0,732.73,0.567,0.133,97.27,378.0,318.74,0.416,0.196,59.26,1208,1051.5,0.584,0.508,0.151,156.5
33,Nikola Vucevic,Chicago Bulls,202696,852.0,869.47,0.558,-0.023,-17.47,225.0,316.17,0.279,-0.339,-91.17,1077,1185.64,0.521,0.574,-0.105,-108.6
34,Tobias Harris,Philadelphia 76ers,202699,656.0,634.76,0.546,0.035,21.24,213.0,238.56,0.329,-0.118,-25.56,869,873.34,0.532,0.534,-0.005,-4.3
35,Reggie Jackson,Denver Nuggets,202704,388.0,391.83,0.497,-0.01,-3.83,237.0,237.64,0.359,-0.003,-0.64,625,629.49,0.512,0.516,-0.007,-4.5
36,Jimmy Butler,Miami Heat,202710,576.0,589.02,0.52,-0.024,-13.02,123.0,109.68,0.402,0.131,13.32,699,698.72,0.533,0.533,0.0,0.3
37,Bojan Bogdanovic,New York Knicks,202711,290.0,286.74,0.5,0.011,3.26,339.0,306.98,0.398,0.113,32.02,629,593.71,0.548,0.517,0.061,35.3
38,Davis Bertans,Charlotte Hornets,202722,16.0,22.25,0.421,-0.329,-6.25,138.0,130.96,0.368,0.056,7.04,154,153.21,0.535,0.532,0.005,0.8
39,Anthony Davis,Los Angeles Lakers,203076,1134.0,1108.39,0.576,0.026,25.61,66.0,82.47,0.301,-0.226,-16.47,1200,1190.84,0.567,0.563,0.009,9.2
40,Bradley Beal,Phoenix Suns,203078,424.0,391.94,0.561,0.085,32.06,189.0,192.35,0.366,-0.019,-3.35,613,584.31,0.557,0.531,0.052,28.7
41,Damian Lillard,Milwaukee Bucks,203081,572.0,584.2,0.494,-0.021,-12.2,594.0,568.55,0.357,0.046,25.45,1166,1152.78,0.514,0.508,0.012,13.2
42,Andre Drummond,Chicago Bulls,203083,472.0,524.25,0.555,-0.123,-52.25,0.0,2.14,0.0,-1.07,-2.14,472,526.39,0.553,0.616,-0.127,-54.4
43,Harrison Barnes,Sacramento Kings,203084,332.0,316.28,0.585,0.055,15.72,387.0,365.27,0.397,0.067,21.73,719,681.55,0.59,0.56,0.061,37.5
44,Evan Fournier,Detroit Pistons,203095,50.0,49.32,0.49,0.013,0.68,75.0,92.95,0.294,-0.211,-17.95,125,142.29,0.46,0.523,-0.127,-17.3
45,Jae Crowder,Milwaukee Bucks,203109,92.0,95.24,0.568,-0.04,-3.24,141.0,147.32,0.359,-0.048,-6.32,233,242.51,0.55,0.572,-0.045,-9.5
46,Draymond Green,Golden State Warriors,203110,206.0,241.56,0.526,-0.181,-35.56,117.0,112.86,0.406,0.043,4.14,323,354.41,0.553,0.607,-0.108,-31.4
47,Khris Middleton,Milwaukee Bucks,203114,362.0,303.81,0.562,0.181,58.19,228.0,207.12,0.388,0.107,20.88,590,510.94,0.569,0.493,0.153,79.1
48,Justin Holiday,Denver Nuggets,203200,52.0,50.93,0.591,0.024,1.07,120.0,112.6,0.4,0.074,7.4,172,163.55,0.597,0.568,0.059,8.5
49,CJ McCollum,New Orleans Pelicans,203468,370.0,348.59,0.52,0.06,21.41,534.0,457.2,0.419,0.181,76.8,904,805.79,0.579,0.516,0.126,98.2
50,Dennis Schroder,Brooklyn Nets,203471,454.0,475.72,0.475,-0.045,-21.72,345.0,339.13,0.378,0.019,5.87,799,814.87,0.511,0.521,-0.02,-15.9
51,Kelly Olynyk,Toronto Raptors,203482,344.0,315.23,0.616,0.103,28.77,150.0,148.75,0.391,0.01,1.25,494,463.98,0.607,0.57,0.074,30.0
52,Kentavious Caldwell-Pope,Denver Nuggets,203484,244.0,254.75,0.513,-0.045,-10.75,291.0,271.86,0.396,0.078,19.14,535,526.62,0.554,0.545,0.017,8.4
53,Mason Plumlee,LA Clippers,203486,138.0,142.21,0.616,-0.038,-4.21,0.0,1.19,0.0,-1.19,-1.19,138,143.4,0.611,0.635,-0.048,-5.4
54,Mike Muscala,Oklahoma City Thunder,203488,46.0,58.66,0.442,-0.243,-12.66,84.0,101.4,0.311,-0.193,-17.4,130,160.07,0.458,0.564,-0.212,-30.1
55,Robert Covington,Philadelphia 76ers,203496,48.0,50.83,0.571,-0.067,-2.83,57.0,59.68,0.345,-0.049,-2.68,105,110.52,0.541,0.57,-0.057,-5.5
56,Rudy Gobert,Minnesota Timberwolves,203497,666.0,651.72,0.652,0.028,14.28,0.0,3.56,0.0,-1.187,-3.56,666,655.28,0.648,0.637,0.021,10.7
57,Tim Hardaway Jr.,Dallas Mavericks,203501,310.0,314.16,0.477,-0.013,-4.16,543.0,536.3,0.354,0.013,6.7,853,850.43,0.51,0.509,0.003,2.6
58,Giannis Antetokounmpo,Milwaukee Bucks,203507,1414.0,1211.81,0.648,0.185,202.19,99.0,127.74,0.292,-0.254,-28.74,1513,1339.54,0.628,0.556,0.144,173.5
59,Seth Curry,Charlotte Hornets,203552,84.0,91.47,0.438,-0.078,-7.47,108.0,114.33,0.34,-0.06,-6.33,192,205.79,0.475,0.509,-0.068,-13.8
60,Zach LaVine,Chicago Bulls,203897,220.0,216.08,0.539,0.019,3.92,174.0,169.61,0.356,0.027,4.39,394,385.66,0.537,0.525,0.023,8.3
61,Jordan Clarkson,Utah Jazz,203903,474.0,511.0,0.486,-0.076,-37.0,267.0,317.43,0.296,-0.168,-50.43,741,828.44,0.47,0.525,-0.111,-87.4
62,Gary Harris,Orlando Magic,203914,100.0,89.58,0.625,0.13,10.42,195.0,192.35,0.378,0.015,2.65,295,281.93,0.585,0.559,0.052,13.1
63,Spencer Dinwiddie,Los Angeles Lakers,203915,228.0,243.89,0.465,-0.065,-15.89,297.0,324.69,0.322,-0.09,-27.69,525,568.6,0.476,0.515,-0.079,-43.6
64,Jerami Grant,Portland Trail Blazers,203924,530.0,567.94,0.472,-0.068,-37.94,333.0,294.96,0.404,0.138,38.04,863,862.9,0.516,0.515,0.0,0.1
65,Doug McDermott,Indiana Pacers,203926,50.0,55.54,0.51,-0.113,-5.54,243.0,214.76,0.411,0.143,28.24,293,270.3,0.596,0.549,0.092,22.7
66,Aaron Gordon,Denver Nuggets,203932,628.0,605.34,0.612,0.044,22.66,96.0,129.56,0.278,-0.292,-33.56,724,734.89,0.576,0.585,-0.017,-10.9
67,Marcus Smart,Memphis Grizzlies,203935,120.0,104.26,0.583,0.153,15.74,123.0,146.98,0.311,-0.182,-23.98,243,251.24,0.517,0.535,-0.035,-8.2
68,Kyle Anderson,Minnesota Timberwolves,203937,324.0,344.42,0.502,-0.063,-20.42,27.0,45.66,0.225,-0.466,-18.66,351,390.08,0.483,0.537,-0.108,-39.1
69,Dwight Powell,Dallas Mavericks,203939,132.0,124.09,0.702,0.084,7.91,3.0,2.38,0.5,0.31,0.62,135,126.47,0.703,0.659,0.089,8.5
70,Julius Randle,New York Knicks,203944,628.0,617.27,0.54,0.018,10.73,222.0,254.24,0.311,-0.135,-32.24,850,871.54,0.518,0.531,-0.026,-21.5
71,Andrew Wiggins,Golden State Warriors,203952,418.0,459.65,0.498,-0.099,-41.65,198.0,212.54,0.347,-0.077,-14.54,616,672.18,0.505,0.551,-0.092,-56.2
72,Joel Embiid,Philadelphia 76ers,203954,688.0,610.94,0.573,0.128,77.06,105.0,106.09,0.35,-0.011,-1.09,793,717.02,0.566,0.512,0.109,76.0
73,Dante Exum,Dallas Mavericks,203957,194.0,184.6,0.574,0.056,9.4,120.0,91.56,0.506,0.36,28.44,314,276.16,0.633,0.557,0.153,37.8
74,Dario Saric,Golden State Warriors,203967,204.0,200.82,0.57,0.018,3.18,213.0,216.27,0.376,-0.017,-3.27,417,417.09,0.567,0.567,-0.0,-0.1
75,Clint Capela,Atlanta Hawks,203991,590.0,663.09,0.565,-0.14,-73.09,0.0,0.78,0.0,-0.78,-0.78,590,663.87,0.564,0.635,-0.141,-73.9
76,Bogdan Bogdanovic,Atlanta Hawks,203992,372.0,384.73,0.496,-0.034,-12.73,600.0,564.7,0.372,0.066,35.3,972,949.43,0.533,0.521,0.025,22.6
77,Jusuf Nurkic,Phoenix Suns,203994,532.0,560.02,0.564,-0.059,-28.02,63.0,100.23,0.247,-0.438,-37.23,595,660.25,0.534,0.593,-0.117,-65.2
78,Vasilije Micic,Charlotte Hornets,203995,180.0,161.69,0.566,0.115,18.31,90.0,113.13,0.286,-0.22,-23.13,270,274.82,0.511,0.52,-0.018,-4.8
79,Nikola Jokic,Denver Nuggets,203999,1178.0,1044.26,0.625,0.142,133.74,195.0,199.99,0.351,-0.027,-4.99,1373,1244.25,0.609,0.552,0.114,128.8
80,Kristaps Porzingis,Boston Celtics,204001,460.0,421.59,0.61,0.102,38.41,291.0,286.68,0.379,0.017,4.32,751,708.28,0.593,0.559,0.067,42.7
81,Joe Ingles,Orlando Magic,204060,50.0,61.63,0.431,-0.201,-11.63,168.0,146.37,0.421,0.163,21.63,218,208.0,0.571,0.545,0.052,10.0
82,T.J. McConnell,Indiana Pacers,204456,484.0,445.1,0.564,0.091,38.9,33.0,35.05,0.355,-0.066,-2.05,517,480.15,0.562,0.522,0.08,36.9
83,Tyus Jones,Washington Wizards,1626145,436.0,420.97,0.534,0.037,15.03,315.0,283.2,0.412,0.125,31.8,751,704.18,0.566,0.531,0.071,46.8
84,Delon Wright,Miami Heat,1626153,84.0,113.12,0.396,-0.275,-29.12,48.0,51.02,0.348,-0.066,-3.02,132,164.15,0.434,0.54,-0.212,-32.2
85,D'Angelo Russell,Los Angeles Lakers,1626156,464.0,459.31,0.508,0.01,4.69,540.0,456.39,0.422,0.196,83.61,1004,915.72,0.568,0.518,0.1,88.3
86,Karl-Anthony Towns,Minnesota Timberwolves,1626157,666.0,651.8,0.552,0.024,14.2,387.0,341.08,0.419,0.149,45.92,1053,992.9,0.578,0.545,0.066,60.1
87,Richaun Holmes,Washington Wizards,1626158,150.0,165.31,0.56,-0.114,-15.31,3.0,2.38,0.5,0.31,0.62,153,167.69,0.562,0.617,-0.108,-14.7
88,Kelly Oubre Jr.,Philadelphia 76ers,1626162,474.0,505.21,0.523,-0.069,-31.21,237.0,284.31,0.3,-0.18,-47.31,711,789.54,0.497,0.551,-0.11,-78.5
89,Devin Booker,Phoenix Suns,1626164,826.0,712.12,0.551,0.152,113.88,363.0,332.43,0.369,0.093,30.57,1189,1044.56,0.552,0.485,0.134,144.4
90,Cameron Payne,Philadelphia 76ers,1626166,182.0,181.22,0.503,0.004,0.78,237.0,233.62,0.376,0.016,3.38,419,414.82,0.536,0.53,0.011,4.2
91,Myles Turner,Indiana Pacers,1626167,636.0,610.0,0.613,0.05,26.0,279.0,311.43,0.344,-0.12,-32.43,915,921.43,0.58,0.584,-0.008,-6.4
92,Trey Lyles,Sacramento Kings,1626168,98.0,97.46,0.598,0.007,0.54,207.0,203.0,0.385,0.022,4.0,305,300.45,0.584,0.576,0.017,4.6
93,Bobby Portis,Milwaukee Bucks,1626171,586.0,585.12,0.544,0.002,0.88,249.0,235.35,0.393,0.065,13.65,835,820.46,0.557,0.547,0.019,14.5
94,Kevon Looney,Golden State Warriors,1626172,238.0,236.06,0.604,0.01,1.94,0.0,0.0,0.0,0.0,0.0,238,236.06,0.604,0.599,0.01,1.9
95,Christian Wood,Los Angeles Lakers,1626174,164.0,167.06,0.577,-0.022,-3.06,105.0,124.34,0.318,-0.176,-19.34,269,291.4,0.534,0.578,-0.089,-22.4
96,Terry Rozier,Miami Heat,1626179,534.0,533.37,0.504,0.001,0.63,360.0,360.67,0.345,-0.002,-0.67,894,894.04,0.509,0.509,-0.0,-0.0
97,Norman Powell,LA Clippers,1626181,340.0,330.53,0.538,0.03,9.47,423.0,339.8,0.441,0.26,83.2,763,670.31,0.6,0.527,0.146,92.7
98,Pat Connaughton,Milwaukee Bucks,1626192,108.0,105.5,0.628,0.029,2.5,213.0,210.16,0.374,0.015,2.84,321,315.66,0.582,0.572,0.019,5.3
99,Josh Richardson,Miami Heat,1626196,174.0,162.63,0.565,0.074,11.37,195.0,201.19,0.353,-0.034,-6.19,369,363.83,0.546,0.538,0.015,5.2
100,Larry Nance Jr.,New Orleans Pelicans,1626204,178.0,169.68,0.654,0.061,8.32,66.0,59.62,0.431,0.125,6.38,244,229.31,0.652,0.613,0.079,14.7
101,Royce O'Neale,Phoenix Suns,1626220,90.0,117.15,0.479,-0.289,-27.15,402.0,410.59,0.371,-0.024,-8.59,492,527.74,0.541,0.58,-0.079,-35.7
102,Cedi Osman,San Antonio Spurs,1626224,182.0,165.37,0.607,0.111,16.63,225.0,230.35,0.371,-0.026,-5.35,407,395.73,0.578,0.562,0.032,11.3
103,Domantas Sabonis,Sacramento Kings,1627734,1048.0,952.18,0.629,0.115,95.82,93.0,88.01,0.413,0.067,4.99,1141,1040.19,0.628,0.573,0.111,100.8
104,Malik Beasley,Milwaukee Bucks,1627736,162.0,166.15,0.529,-0.027,-4.15,573.0,479.62,0.426,0.208,93.38,735,645.78,0.611,0.537,0.148,89.2
105,Kris Dunn,Utah Jazz,1627739,192.0,197.97,0.519,-0.032,-5.97,120.0,117.51,0.392,0.024,2.49,312,315.48,0.544,0.55,-0.012,-3.5
106,Buddy Hield,Philadelphia 76ers,1627741,266.0,266.84,0.541,-0.003,-0.84,576.0,543.06,0.386,0.066,32.94,842,809.89,0.567,0.545,0.043,32.1
107,Brandon Ingram,New Orleans Pelicans,1627742,808.0,698.32,0.536,0.145,109.68,252.0,247.98,0.357,0.017,4.02,1060,946.28,0.536,0.478,0.115,113.7
108,Caris LeVert,Cleveland Cavaliers,1627747,402.0,442.09,0.479,-0.095,-40.09,282.0,318.15,0.324,-0.125,-36.15,684,760.24,0.482,0.535,-0.107,-76.2
109,Dejounte Murray,Atlanta Hawks,1627749,798.0,753.25,0.523,0.059,44.75,486.0,453.74,0.362,0.072,32.26,1284,1207.0,0.531,0.499,0.064,77.0
110,Jamal Murray,Denver Nuggets,1627750,574.0,566.58,0.502,0.013,7.42,351.0,307.78,0.408,0.151,43.22,925,874.38,0.538,0.509,0.059,50.6
111,Jakob Poeltl,Toronto Raptors,1627751,496.0,468.29,0.658,0.074,27.71,0.0,0.0,0.0,0.0,0.0,496,468.29,0.658,0.621,0.074,27.7
112,Taurean Prince,Los Angeles Lakers,1627752,188.0,190.08,0.534,-0.012,-2.08,348.0,333.1,0.382,0.049,14.9,536,523.2,0.558,0.545,0.027,12.8
113,Jaylen Brown,Boston Celtics,1627759,854.0,775.65,0.577,0.106,78.35,381.0,367.88,0.358,0.037,13.12,1235,1143.5,0.564,0.522,0.084,91.5
114,Malcolm Brogdon,Portland Trail Blazers,1627763,272.0,288.16,0.463,-0.055,-16.16,246.0,219.57,0.423,0.136,26.43,518,507.76,0.531,0.52,0.021,10.2
115,Georges Niang,Cleveland Cavaliers,1627777,234.0,225.67,0.571,0.041,8.33,369.0,372.72,0.368,-0.011,-3.72,603,598.41,0.559,0.555,0.009,4.6
116,Gary Payton II,Golden State Warriors,1627780,112.0,122.77,0.602,-0.116,-10.77,48.0,52.02,0.364,-0.091,-4.02,160,174.79,0.584,0.638,-0.108,-14.8
117,Pascal Siakam,Indiana Pacers,1627783,1012.0,932.66,0.588,0.092,79.34,228.0,256.85,0.339,-0.129,-28.85,1240,1189.51,0.571,0.548,0.047,50.5
118,Ivica Zubac,LA Clippers,1627826,534.0,503.84,0.658,0.074,30.16,0.0,0.0,0.0,0.0,0.0,534,503.84,0.658,0.62,0.074,30.2
119,Dorian Finney-Smith,Brooklyn Nets,1627827,166.0,177.99,0.553,-0.08,-11.99,318.0,343.71,0.353,-0.086,-25.71,484,521.69,0.538,0.58,-0.084,-37.7
120,Fred VanVleet,Houston Rockets,1627832,316.0,336.34,0.455,-0.059,-20.34,576.0,525.81,0.39,0.102,50.19,892,862.15,0.532,0.514,0.036,29.9
121,Danuel House Jr.,Philadelphia 76ers,1627863,64.0,63.14,0.582,0.016,0.86,45.0,54.27,0.306,-0.189,-9.27,109,117.4,0.524,0.564,-0.081,-8.4
122,Derrick Jones Jr.,Dallas Mavericks,1627884,268.0,259.45,0.626,0.04,8.55,213.0,236.0,0.351,-0.114,-23.0,481,495.45,0.578,0.595,-0.035,-14.5
123,Alex Caruso,Chicago Bulls,1627936,204.0,195.55,0.58,0.048,8.45,336.0,316.34,0.399,0.07,19.66,540,511.9,0.591,0.56,0.061,28.1
124,Markelle Fultz,Orlando Magic,1628365,232.0,252.03,0.489,-0.085,-20.03,3.0,12.13,0.091,-0.83,-9.13,235,264.16,0.474,0.533,-0.118,-29.2
125,De'Aaron Fox,Sacramento Kings,1628368,866.0,824.07,0.529,0.051,41.93,507.0,492.94,0.363,0.03,14.06,1373,1317.05,0.535,0.513,0.044,56.0
126,Jayson Tatum,Boston Celtics,1628369,772.0,722.1,0.549,0.071,49.9,594.0,525.31,0.375,0.13,68.69,1366,1247.44,0.555,0.507,0.096,118.6
127,Malik Monk,Sacramento Kings,1628370,474.0,469.83,0.525,0.009,4.17,441.0,451.73,0.356,-0.026,-10.73,915,921.58,0.53,0.533,-0.008,-6.6
128,Jonathan Isaac,Orlando Magic,1628371,184.0,184.98,0.609,-0.006,-0.98,102.0,100.26,0.378,0.019,1.74,286,285.24,0.593,0.592,0.003,0.8
129,Dennis Smith Jr.,Brooklyn Nets,1628372,224.0,242.19,0.5,-0.081,-18.19,87.0,112.55,0.29,-0.255,-25.55,311,354.74,0.48,0.547,-0.135,-43.7
130,Lauri Markkanen,Utah Jazz,1628374,482.0,492.34,0.566,-0.024,-10.34,495.0,463.7,0.393,0.075,31.3,977,956.01,0.577,0.565,0.025,21.0
131,Donovan Mitchell,Cleveland Cavaliers,1628378,594.0,558.66,0.545,0.065,35.34,498.0,455.32,0.375,0.096,42.68,1092,1013.96,0.553,0.513,0.079,78.0
132,Luke Kennard,Memphis Grizzlies,1628379,62.0,69.28,0.449,-0.106,-7.28,297.0,238.04,0.454,0.27,58.96,359,307.33,0.625,0.535,0.18,51.7
133,Zach Collins,San Antonio Spurs,1628380,390.0,391.95,0.562,-0.006,-1.95,141.0,175.04,0.313,-0.227,-34.04,531,567.01,0.534,0.57,-0.072,-36.0
134,John Collins,Utah Jazz,1628381,576.0,565.45,0.605,0.022,10.55,234.0,250.89,0.358,-0.077,-16.89,810,816.36,0.584,0.588,-0.009,-6.4
135,OG Anunoby,New York Knicks,1628384,322.0,308.21,0.601,0.051,13.79,261.0,261.42,0.37,-0.002,-0.42,583,569.64,0.58,0.566,0.027,13.4
136,Jarrett Allen,Cleveland Cavaliers,1628386,850.0,831.68,0.636,0.027,18.32,0.0,5.67,0.0,-1.134,-5.67,850,837.36,0.632,0.622,0.019,12.6
137,Bam Adebayo,Miami Heat,1628389,854.0,874.27,0.521,-0.025,-20.27,21.0,22.28,0.333,-0.061,-1.28,875,896.53,0.521,0.534,-0.026,-21.5
138,Isaiah Hartenstein,New York Knicks,1628392,372.0,366.41,0.637,0.019,5.59,3.0,3.35,0.333,-0.117,-0.35,375,369.75,0.636,0.627,0.018,5.2
139,Kyle Kuzma,Washington Wizards,1628398,874.0,882.93,0.537,-0.011,-8.93,438.0,465.93,0.338,-0.065,-27.93,1312,1348.88,0.526,0.541,-0.03,-36.9
140,Derrick White,Boston Celtics,1628401,350.0,338.3,0.547,0.037,11.7,525.0,482.48,0.398,0.097,42.52,875,820.81,0.576,0.54,0.071,54.2
141,Josh Hart,New York Knicks,1628404,334.0,356.35,0.502,-0.067,-22.35,213.0,260.68,0.305,-0.205,-47.68,547,617.02,0.483,0.545,-0.124,-70.0
142,Dillon Brooks,Houston Rockets,1628415,342.0,363.08,0.503,-0.062,-21.08,339.0,339.65,0.372,-0.002,-0.65,681,702.75,0.529,0.546,-0.034,-21.8
143,Thomas Bryant,Miami Heat,1628418,108.0,108.39,0.607,-0.004,-0.39,9.0,13.87,0.25,-0.406,-4.87,117,122.26,0.579,0.605,-0.052,-5.3
144,Sasha Vezenkov,Sacramento Kings,1628426,70.0,77.59,0.565,-0.122,-7.59,111.0,111.21,0.374,-0.002,-0.21,181,188.82,0.562,0.586,-0.049,-7.8
145,Luke Kornet,Boston Celtics,1628436,222.0,213.98,0.673,0.049,8.02,0.0,0.0,0.0,0.0,0.0,222,213.98,0.673,0.648,0.049,8.0
146,Chris Boucher,Toronto Raptors,1628449,154.0,149.86,0.642,0.035,4.14,87.0,98.3,0.322,-0.126,-11.3,241,248.17,0.574,0.591,-0.034,-7.2
147,Daniel Theis,LA Clippers,1628464,222.0,236.57,0.59,-0.077,-14.57,63.0,64.39,0.382,-0.025,-1.39,285,300.97,0.586,0.619,-0.066,-16.0
148,Maxi Kleber,Dallas Mavericks,1628467,50.0,49.68,0.568,0.007,0.32,72.0,84.07,0.333,-0.168,-12.07,122,133.74,0.526,0.576,-0.101,-11.7
149,Torrey Craig,Chicago Bulls,1628470,76.0,87.94,0.487,-0.153,-11.94,144.0,137.04,0.39,0.057,6.96,220,224.98,0.547,0.56,-0.025,-5.0
150,Grayson Allen,Phoenix Suns,1628960,210.0,214.8,0.561,-0.026,-4.8,519.0,412.56,0.483,0.297,106.44,729,627.36,0.669,0.576,0.186,101.6
151,Marvin Bagley III,Washington Wizards,1628963,406.0,408.92,0.595,-0.009,-2.92,18.0,21.98,0.316,-0.209,-3.98,424,430.89,0.589,0.598,-0.019,-6.9
152,Mo Bamba,Philadelphia 76ers,1628964,110.0,135.27,0.514,-0.236,-25.27,66.0,59.38,0.423,0.127,6.62,176,194.65,0.553,0.612,-0.117,-18.7
153,Keita Bates-Diop,Brooklyn Nets,1628966,102.0,110.04,0.543,-0.086,-8.04,63.0,73.96,0.323,-0.169,-10.96,165,184.0,0.519,0.579,-0.119,-19.0
154,Mikal Bridges,Brooklyn Nets,1628969,624.0,642.7,0.494,-0.03,-18.7,549.0,517.26,0.372,0.065,31.74,1173,1159.97,0.522,0.516,0.012,13.0
155,Miles Bridges,Charlotte Hornets,1628970,674.0,694.76,0.52,-0.032,-20.76,399.0,408.98,0.356,-0.027,-9.98,1073,1103.73,0.525,0.54,-0.03,-30.7
